GeneID	Function	Orthogroup
2975	LOC107963983	Background	OG0004577
2976	LOC107963984	Background	OG0003292
2977	LOC107963986	Background	OG0007057
2978	LOC107963988	Background	Unassigned
2979	LOC107963989	Background	OG0000822
2980	LOC107963990	Background	OG0006736
2981	LOC107963991	Background	OG0002468
2982	LOC107963993	Background	OG0004483
2983	LOC107963995	Background	OG0000396
2984	LOC107963996	Background	OG0003193
2985	LOC107963997	Background	OG0010692
2986	LOC107963998	Background	OG0010766
2987	LOC107963999	Background	OG0000046
2988	LOC107964001	Background	OG0010863
2989	LOC107964003	Background	Unassigned
2990	LOC107964006	Background	OG0006083
2991	LOC107964008	Background	Unassigned
2992	LOC107964010	Background	Unassigned
2993	LOC107964011	Background	Unassigned
2994	LOC107964012	Background	OG0010275
2995	LOC107964013	Background	Unassigned
2996	LOC107964014	Background	OG0004892
2997	LOC107964015	Background	Unassigned
2998	LOC107964018	Background	OG0008992
2999	LOC107964020	Background	OG0004255
3000	LOC107964022	Background	Unassigned
3001	LOC107964024	Background	OG0002319
3002	LOC107964025	Background	OG0008470
3003	LOC107964028	Background	Unassigned
3004	LOC107964030	Background	OG0010747
3005	LOC107964035	Background	Unassigned
3006	LOC107964038	Background	Unassigned
3007	LOC107964039	Background	OG0009648
3008	LOC107964040	Background	Unassigned
3009	LOC107964042	Background	Unassigned
3010	LOC107964043	Background	Unassigned
3011	LOC107964045	Background	Unassigned
3012	LOC107964046	Background	Unassigned
3013	LOC107964054	Background	Unassigned
3014	LOC107964060	Background	Unassigned
3015	LOC107964061	Background	Unassigned
3016	LOC107964063	Background	Unassigned
3017	LOC107964068	Background	Unassigned
3018	LOC107964069	Background	Unassigned
3019	LOC107964072	Background	Unassigned
3020	LOC107964080	Background	Unassigned
3021	LOC107964083	Background	Unassigned
3022	LOC107964086	Background	Unassigned
3023	LOC107964089	Background	OG0004547
3024	LOC107964093	Background	Unassigned
3025	LOC107964096	Background	Unassigned
3026	LOC107964103	Background	Unassigned
3027	LOC107964104	Background	Unassigned
3028	LOC107964114	Background	Unassigned
3029	LOC107964132	Background	OG0001394
3030	LOC107964133	Background	OG0002886
3031	LOC107964134	Background	OG0009904
3032	LOC107964138	Background	Unassigned
3033	LOC107964140	Background	Unassigned
3034	LOC107964152	Background	Unassigned
3035	LOC107964154	Background	Unassigned
3036	LOC107964158	Background	Unassigned
3037	LOC107964165	Background	Unassigned
3038	LOC107964173	Background	Unassigned
3039	LOC107964175	Background	Unassigned
3040	LOC107964181	Background	Unassigned
3041	LOC107964183	Background	Unassigned
3042	LOC107964187	Background	Unassigned
3043	LOC107964189	Background	OG0005925
3044	LOC107964193	Background	Unassigned
3045	LOC107964196	Background	Unassigned
3046	LOC107964197	Background	Unassigned
3047	LOC107964202	Background	OG0010752
3048	LOC107964204	Background	Unassigned
3049	LOC107964206	Background	OG0007770
3050	LOC107964211	Background	Unassigned
3051	LOC107964212	Background	OG0007141
3052	LOC107964213	Background	OG0009079
3053	LOC107964214	Background	Unassigned
3054	LOC107964218	Background	OG0010753
3055	LOC107964219	Background	Unassigned
3056	LOC107964221	Background	Unassigned
3057	LOC107964222	Background	Unassigned
3058	LOC107964224	Background	Unassigned
3059	LOC107964225	Background	Unassigned
3060	LOC107964232	Background	Unassigned
3061	LOC107964233	Background	Unassigned
3062	LOC107964235	Background	Unassigned
3063	LOC107964236	Background	OG0009296
3064	LOC107964237	Background	Unassigned
3065	LOC107964258	Background	OG0009101
3066	LOC107964260	Background	OG0009905
3067	LOC107964262	Background	OG0000322
3068	LOC107964264	Background	OG0010803
3069	LOC107964265	Background	Unassigned
3070	LOC107964268	Background	Unassigned
3071	LOC107964271	Background	Unassigned
3072	LOC107964272	Background	Unassigned
3073	LOC107964275	Background	OG0006453
3074	LOC107964278	Background	Unassigned
3075	LOC107964281	Background	Unassigned
3076	LOC107964283	Background	Unassigned
3077	LOC107964284	Background	Unassigned
3078	LOC107964288	Background	Unassigned
3079	LOC107964289	Background	Unassigned
3080	LOC107964291	Background	OG0010708
3081	LOC107964300	Background	Unassigned
3082	LOC107964304	Background	OG0004832
3083	LOC107964305	Background	Unassigned
3084	LOC107964308	Background	Unassigned
3085	LOC107964312	Background	Unassigned
3086	LOC107964313	Background	Unassigned
3087	LOC107964314	Background	Unassigned
3088	LOC107964315	Background	Unassigned
3089	LOC107964317	Background	OG0010755
3090	LOC107964319	Background	OG0006531
3091	LOC107964323	Background	Unassigned
3092	LOC107964328	Background	OG0008039
3093	LOC107964329	Background	OG0009652
3094	LOC107964334	Background	Unassigned
3095	LOC107964335	Background	OG0009373
3096	LOC107964337	Background	Unassigned
3097	LOC107964338	Background	OG0009606
3098	LOC107964339	Background	OG0008959
3099	LOC107964341	Background	Unassigned
3100	LOC107964343	Background	OG0002661
3101	LOC107964344	Background	Unassigned
3102	LOC107964349	Background	OG0004013
3103	LOC107964350	Background	OG0008863
3104	LOC107964351	Background	OG0006544
3105	LOC107964352	Background	Unassigned
3106	LOC107964357	Background	Unassigned
3107	LOC107964360	Background	Unassigned
3108	LOC107964398	Background	OG0010285
3109	LOC107964400	Background	OG0008464
3110	LOC107964403	Background	OG0000589
3111	LOC107964404	Background	OG0003435
3112	LOC107964405	Background	OG0008912
3113	LOC107964408	Background	Unassigned
3114	LOC107964412	Background	OG0003176
3115	LOC107964413	Background	Unassigned
3116	LOC107964414	Background	OG0010684
3117	LOC107964417	Background	OG0010283
3118	LOC107964419	Background	Unassigned
3119	LOC107964422	Background	Unassigned
3120	LOC107964423	Background	Unassigned
3121	LOC107964428	Background	Unassigned
3122	LOC107964432	Background	Unassigned
3123	LOC107964433	Background	Unassigned
3124	LOC107964436	Background	OG0007946
3125	LOC107964437	Background	OG0008440
3126	LOC107964438	Background	Unassigned
3127	LOC107964442	Background	Unassigned
3128	LOC107964458	Background	Unassigned
3129	LOC107964460	Background	Unassigned
3130	LOC107964461	Background	Unassigned
3131	LOC107964462	Background	Unassigned
3132	LOC107964465	Background	Unassigned
3133	LOC107964467	Background	Unassigned
3134	LOC107964473	Background	Unassigned
3135	LOC107964483	Background	Unassigned
3136	LOC107964488	Background	Unassigned
3137	LOC107964493	Background	OG0000668
3138	LOC107964495	Background	Unassigned
3139	LOC107964499	Background	Unassigned
3140	LOC107964500	Background	Unassigned
3141	LOC107964502	Background	OG0007912
3142	LOC107964507	Background	OG0007497
3143	LOC107964510	Background	Unassigned
3144	LOC107964511	Background	Unassigned
3145	LOC107964512	Background	Unassigned
3146	LOC107964513	Background	Unassigned
3147	LOC107964516	Background	OG0008911
3148	LOC107964518	Background	Unassigned
3149	LOC107964525	Background	OG0006049
3150	LOC107964531	Background	Unassigned
3151	LOC107964543	Background	Unassigned
3152	LOC107964545	Background	Unassigned
3153	LOC107964568	Background	Unassigned
3154	LOC107964569	Background	Unassigned
3155	LOC107964573	Background	Unassigned
3156	LOC107964575	Background	Unassigned
3157	LOC107964581	Background	Unassigned
3158	LOC107964582	Background	Unassigned
3159	LOC107964583	Background	Unassigned
3160	LOC107964584	Background	Unassigned
3161	LOC107964589	Background	OG0009399
3162	LOC107964590	Background	Unassigned
3163	LOC107964592	Background	Unassigned
3164	LOC107964593	Background	Unassigned
3165	LOC107964594	Background	Unassigned
3166	LOC107964596	Background	Unassigned
3167	LOC107964597	Background	Unassigned
3168	LOC107964598	Background	Unassigned
3169	LOC107964600	Background	OG0001071
3170	LOC107964601	Background	Unassigned
3171	LOC107964603	Background	Unassigned
3172	LOC107964608	Background	Unassigned
3173	LOC107964610	Background	Unassigned
3174	LOC107964618	Background	Unassigned
3175	LOC107964619	Background	Unassigned
3176	LOC107964622	Background	Unassigned
3177	LOC107964623	Background	Unassigned
3178	LOC107964624	Background	Unassigned
3179	LOC107964629	Background	Unassigned
3180	LOC107964630	Background	OG0010763
3181	LOC107964632	Background	Unassigned
3182	LOC107964633	Background	OG0009677
3183	LOC107964634	Background	Unassigned
3184	LOC107964635	Background	Unassigned
3185	LOC107964640	Background	OG0000637
3186	LOC107964644	Background	Unassigned
3187	LOC107964645	Background	Unassigned
3188	LOC107964649	Background	Unassigned
3189	LOC107964651	Background	Unassigned
3190	LOC107964652	Background	OG0010702
3191	LOC107964653	Background	OG0000486
3192	LOC107964659	Background	OG0010710
3193	LOC107964660	Background	OG0010710
3194	LOC107964661	Background	Unassigned
3195	LOC107964668	Background	Unassigned
3196	LOC107964671	Background	OG0008946
3197	LOC107964672	Background	Unassigned
3198	LOC107964673	Background	Unassigned
3199	LOC107964676	Background	Unassigned
3200	LOC107964680	Background	Unassigned
3201	LOC107964682	Background	Unassigned
3202	LOC107964686	Background	Unassigned
3203	LOC107964702	Background	OG0009927
3204	LOC107964703	Background	OG0010266
3205	LOC107964711	Background	Unassigned
3206	LOC107964720	Background	Unassigned
3207	LOC107964724	Background	Unassigned
3208	LOC107964726	Background	Unassigned
3209	LOC107964728	Background	OG0010812
3210	LOC107964730	Background	OG0009926
3211	LOC107964732	Background	OG0000018
3212	LOC107964737	Background	Unassigned
3213	LOC107964742	Background	Unassigned
3214	LOC107964743	Background	Unassigned
3215	LOC107964744	Background	Unassigned
3216	LOC107964750	Background	OG0010765
3217	LOC107964751	Background	Unassigned
3218	LOC107964757	Background	Unassigned
3219	LOC107964760	Background	Unassigned
3220	LOC107964762	Background	OG0009374
3221	LOC107964764	Background	OG0005203
3222	LOC107964765	Background	OG0000957
3223	LOC107964766	Background	Unassigned
3224	LOC107964769	Background	OG0009375
3225	LOC107964771	Background	Unassigned
3226	LOC107964773	Background	Unassigned
3227	LOC107964774	Background	OG0004282
3228	LOC107964775	Background	Unassigned
3229	LOC107964776	Background	Unassigned
3230	LOC107964778	Background	Unassigned
3231	LOC107964791	Background	OG0009680
3232	LOC107964792	Background	OG0009208
3233	LOC107964793	Background	Unassigned
3234	LOC107964797	Background	Unassigned
3235	LOC107964798	Background	OG0010767
3236	LOC107964799	Background	Unassigned
3237	LOC107964805	Background	OG0009681
3238	LOC107964813	Background	Unassigned
3239	LOC107964814	Background	Unassigned
3240	LOC107964817	Background	Unassigned
3241	LOC107964818	Background	Unassigned
3242	LOC107964819	Background	Unassigned
3243	LOC107964820	Background	Unassigned
3244	LOC107964821	Background	Unassigned
3245	LOC107964825	Background	Unassigned
3246	LOC107964828	Background	OG0009084
3247	LOC107964835	Background	OG0000975
3248	LOC107964838	Background	OG0000725
3249	LOC107964839	Background	OG0005207
3250	LOC107964843	Background	Unassigned
3251	LOC107964845	Background	OG0010268
3252	LOC107964850	Background	Unassigned
3253	LOC107964857	Background	Unassigned
3254	LOC107964859	Background	Unassigned
3255	LOC107964861	Background	Unassigned
3256	LOC107964864	Background	Unassigned
3257	LOC107964868	Background	Unassigned
3258	LOC107964872	Background	OG0010771
3259	LOC107964874	Background	Unassigned
3260	LOC107964876	Background	OG0007956
3261	LOC107964878	Background	Unassigned
3262	LOC107964879	Background	Unassigned
3263	LOC107964882	Background	OG0010817
3264	LOC107964884	Background	OG0001577
3265	LOC107964885	Background	Unassigned
3266	LOC107964890	Background	Unassigned
3267	LOC107964891	Background	OG0006709
3268	LOC107964894	Background	Unassigned
3269	LOC107964896	Background	Unassigned
3270	LOC107964899	Background	Unassigned
3271	LOC107964901	Background	OG0010269
3272	LOC107964902	Background	Unassigned
3273	LOC107964903	Background	OG0002424
3274	LOC107964905	Background	Unassigned
3275	LOC107964906	Background	Unassigned
3276	LOC107964909	Background	Unassigned
3277	LOC107964911	Background	OG0000236
3278	LOC107964914	Background	Unassigned
3279	LOC107964934	Background	OG0010270
3280	LOC107964937	Background	Unassigned
3281	LOC107964939	Background	Unassigned
3282	LOC107964944	Background	OG0008603
3283	LOC107964950	Background	OG0005932
3284	LOC107964955	Background	OG0010772
3285	LOC107964958	Background	OG0001823
3286	LOC107964959	Background	Unassigned
3287	LOC107964964	Background	OG0000611
3288	LOC107964968	Background	Unassigned
3289	LOC107964972	Background	Unassigned
3290	LOC107964975	Background	OG0007734
3291	LOC107964976	Background	Unassigned
3292	LOC107964977	Background	Unassigned
3293	LOC107964981	Background	Unassigned
3294	LOC107964982	Background	OG0009376
3295	LOC107964984	Background	Unassigned
3296	LOC107964990	Background	Unassigned
3297	LOC107964994	Background	OG0007738
3298	LOC107964997	Background	OG0009288
3299	LOC107964998	Background	OG0007810
3300	LOC107965000	Background	Unassigned
3301	LOC107965005	Background	OG0010272
3302	LOC107965006	Background	Unassigned
3303	LOC107965007	Background	Unassigned
3304	LOC107965011	Background	OG0000018
3305	LOC107965021	Background	OG0005173
3306	LOC107965022	Background	OG0004192
3307	LOC107965025	Background	Unassigned
3308	LOC107965032	Background	Unassigned
3309	LOC107965033	Background	Unassigned
3310	LOC107965034	Background	OG0010773
3311	LOC107965036	Background	OG0010774
3312	LOC107965037	Background	OG0000567
3313	LOC107965038	Background	OG0006080
3314	LOC107965039	Background	OG0010775
3315	LOC107965041	Background	OG0004001
3316	LOC107965042	Background	Unassigned
3317	LOC107965043	Background	Unassigned
3318	LOC107965045	Background	OG0001731
3319	LOC107965047	Background	Unassigned
3320	LOC107965048	Background	Unassigned
3321	LOC107965050	Background	Unassigned
3322	LOC107965051	Background	Unassigned
3323	LOC107965055	Background	OG0006325
3324	LOC107965056	Background	Unassigned
3325	LOC107965062	Background	Unassigned
3326	LOC107965063	Background	OG0010776
3327	LOC107965070	Background	OG0005772
3328	LOC107965072	Background	OG0009263
3329	LOC107965073	Background	OG0010681
3330	LOC107965076	Background	OG0010693
3331	LOC107965079	Background	Unassigned
3332	LOC107965080	Background	Unassigned
3333	LOC107965085	Background	OG0007648
3334	LOC107965086	Background	Unassigned
3335	LOC107965091	Background	Unassigned
3336	LOC107965094	Background	Unassigned
3337	LOC107965098	Background	Unassigned
3338	LOC107965102	Background	OG0009658
3339	LOC107965104	Background	Unassigned
3340	LOC107965105	Background	OG0010824
3341	LOC107965107	Background	Unassigned
3342	LOC107965117	Background	Unassigned
3343	LOC107965121	Background	Unassigned
3344	LOC107965122	Background	Unassigned
3345	LOC107965125	Background	OG0010777
3346	LOC107965127	Background	OG0009659
3347	LOC107965146	Background	Unassigned
3348	LOC107965147	Background	OG0008605
3349	LOC107965150	Background	Unassigned
3350	LOC107965158	Background	Unassigned
3351	LOC107965163	Background	OG0000500
3352	LOC107965165	Background	Unassigned
3353	LOC107965168	Background	Unassigned
3354	LOC107965169	Background	Unassigned
3355	LOC107965171	Background	Unassigned
3356	LOC107965173	Background	Unassigned
3357	LOC107965175	Background	Unassigned
3358	LOC107965179	Background	OG0009661
3359	LOC107965181	Background	OG0000358
3360	LOC107965182	Background	Unassigned
3361	LOC107965189	Background	Unassigned
3362	LOC107965192	Background	OG0004061
3363	LOC107965194	Background	Unassigned
3364	LOC107965198	Background	Unassigned
3365	LOC107965199	Background	OG0000048
3366	LOC107965200	Background	Unassigned
3367	LOC107965203	Background	Unassigned
3368	LOC107965211	Background	Unassigned
3369	LOC107965212	Background	Unassigned
3370	LOC107965218	Background	OG0010833
3371	LOC107965219	Background	OG0000613
3372	LOC107965224	Background	Unassigned
3373	LOC107965225	Background	OG0006586
3374	LOC107965228	Background	Unassigned
3375	LOC107965230	Background	OG0010673
3376	LOC107965231	Background	OG0008868
3377	LOC107965233	Background	OG0001467
