TXNAME	GENEID
Caust.v2_006193-RA	Caust.v2_006193
Caust.v2_006195-RA	Caust.v2_006195
Caust.v2_006173-RA	Caust.v2_006173
Caust.v2_006162-RB	Caust.v2_006162
Caust.v2_006184-RA	Caust.v2_006184
Caust.v2_006173-RD	Caust.v2_006173
Caust.v2_006200-RA	Caust.v2_006200
Caust.v2_006164-RA	Caust.v2_006164
Caust.v2_006159-RC	Caust.v2_006159
Caust.v2_006154-RA	Caust.v2_006154
Caust.v2_006155-RA	Caust.v2_006155
Caust.v2_006215-RA	Caust.v2_006215
Caust.v2_006170-RA	Caust.v2_006170
Caust.v2_006204-RA	Caust.v2_006204
Caust.v2_006196-RA	Caust.v2_006196
Caust.v2_006162-RA	Caust.v2_006162
Caust.v2_006180-RA	Caust.v2_006180
Caust.v2_006173-RE	Caust.v2_006173
Caust.v2_006174-RB	Caust.v2_006174
Caust.v2_006174-RC	Caust.v2_006174
Caust.v2_006190-RA	Caust.v2_006190
Caust.v2_006197-RA	Caust.v2_006197
Caust.v2_006206-RA	Caust.v2_006206
Caust.v2_006205-RA	Caust.v2_006205
Caust.v2_006213-RA	Caust.v2_006213
Caust.v2_006162-RC	Caust.v2_006162
Caust.v2_006168-RA	Caust.v2_006168
Caust.v2_006172-RA	Caust.v2_006172
Caust.v2_006159-RE	Caust.v2_006159
Caust.v2_006166-RA	Caust.v2_006166
Caust.v2_006157-RA	Caust.v2_006157
Caust.v2_006165-RA	Caust.v2_006165
Caust.v2_006173-RF	Caust.v2_006173
Caust.v2_006201-RA	Caust.v2_006201
Caust.v2_006189-RA	Caust.v2_006189
Caust.v2_006175-RA	Caust.v2_006175
Caust.v2_006188-RA	Caust.v2_006188
Caust.v2_006159-RD	Caust.v2_006159
Caust.v2_006158-RA	Caust.v2_006158
Caust.v2_006150-RA	Caust.v2_006150
Caust.v2_006202-RA	Caust.v2_006202
Caust.v2_006177-RA	Caust.v2_006177
Caust.v2_006163-RA	Caust.v2_006163
Caust.v2_006187-RB	Caust.v2_006187
Caust.v2_006212-RA	Caust.v2_006212
Caust.v2_006167-RA	Caust.v2_006167
Caust.v2_006216-RA	Caust.v2_006216
Caust.v2_006160-RA	Caust.v2_006160
Caust.v2_006187-RA	Caust.v2_006187
Caust.v2_006207-RA	Caust.v2_006207
Caust.v2_006173-RC	Caust.v2_006173
Caust.v2_006173-RG	Caust.v2_006173
Caust.v2_006181-RA	Caust.v2_006181
Caust.v2_006169-RA	Caust.v2_006169
Caust.v2_006178-RA	Caust.v2_006178
Caust.v2_006174-RA	Caust.v2_006174
Caust.v2_022265-RA	Caust.v2_022265
Caust.v2_020447-RA	Caust.v2_020447
Caust.v2_020446-RA	Caust.v2_020446
Caust.v2_021286-RA	Caust.v2_021286
Caust.v2_020793-RA	Caust.v2_020793
Caust.v2_018885-RA	Caust.v2_018885
Caust.v2_018883-RA	Caust.v2_018883
Caust.v2_018886-RA	Caust.v2_018886
Caust.v2_018884-RA	Caust.v2_018884
Caust.v2_021605-RA	Caust.v2_021605
Caust.v2_011970-RA	Caust.v2_011970
Caust.v2_011981-RA	Caust.v2_011981
Caust.v2_011980-RA	Caust.v2_011980
Caust.v2_011982-RA	Caust.v2_011982
Caust.v2_011977-RA	Caust.v2_011977
Caust.v2_011971-RA	Caust.v2_011971
Caust.v2_011968-RA	Caust.v2_011968
Caust.v2_011983-RA	Caust.v2_011983
Caust.v2_011978-RA	Caust.v2_011978
Caust.v2_011979-RA	Caust.v2_011979
Caust.v2_011969-RA	Caust.v2_011969
Caust.v2_011972-RA	Caust.v2_011972
Caust.v2_011963-RA	Caust.v2_011963
Caust.v2_011962-RA	Caust.v2_011962
Caust.v2_011975-RA	Caust.v2_011975
Caust.v2_011976-RA	Caust.v2_011976
Caust.v2_011967-RA	Caust.v2_011967
Caust.v2_011984-RA	Caust.v2_011984
Caust.v2_011982-RB	Caust.v2_011982
Caust.v2_011971-RC	Caust.v2_011971
Caust.v2_011974-RA	Caust.v2_011974
Caust.v2_011973-RA	Caust.v2_011973
Caust.v2_011964-RA	Caust.v2_011964
Caust.v2_011966-RA	Caust.v2_011966
Caust.v2_011971-RB	Caust.v2_011971
Caust.v2_011965-RA	Caust.v2_011965
Caust.v2_014208-RB	Caust.v2_014208
Caust.v2_014206-RA	Caust.v2_014206
Caust.v2_014211-RA	Caust.v2_014211
Caust.v2_014213-RA	Caust.v2_014213
Caust.v2_014208-RA	Caust.v2_014208
Caust.v2_014207-RB	Caust.v2_014207
Caust.v2_014209-RA	Caust.v2_014209
Caust.v2_014205-RA	Caust.v2_014205
Caust.v2_014204-RB	Caust.v2_014204
Caust.v2_014208-RC	Caust.v2_014208
Caust.v2_014210-RA	Caust.v2_014210
Caust.v2_014207-RA	Caust.v2_014207
Caust.v2_014212-RA	Caust.v2_014212
Caust.v2_014204-RA	Caust.v2_014204
Caust.v2_014208-RD	Caust.v2_014208
Caust.v2_020713-RA	Caust.v2_020713
Caust.v2_020712-RA	Caust.v2_020712
Caust.v2_020461-RA	Caust.v2_020461
Caust.v2_020462-RA	Caust.v2_020462
Caust.v2_019507-RA	Caust.v2_019507
Caust.v2_019506-RA	Caust.v2_019506
Caust.v2_021133-RA	Caust.v2_021133
Caust.v2_021516-RA	Caust.v2_021516
Caust.v2_020365-RA	Caust.v2_020365
Caust.v2_020364-RA	Caust.v2_020364
Caust.v2_012095-RA	Caust.v2_012095
Caust.v2_012088-RA	Caust.v2_012088
Caust.v2_012077-RA	Caust.v2_012077
Caust.v2_012073-RA	Caust.v2_012073
Caust.v2_012078-RA	Caust.v2_012078
Caust.v2_012079-RA	Caust.v2_012079
Caust.v2_012085-RA	Caust.v2_012085
Caust.v2_012093-RA	Caust.v2_012093
Caust.v2_012092-RA	Caust.v2_012092
Caust.v2_012083-RA	Caust.v2_012083
Caust.v2_012097-RA	Caust.v2_012097
Caust.v2_012072-RA	Caust.v2_012072
Caust.v2_012089-RA	Caust.v2_012089
Caust.v2_012075-RA	Caust.v2_012075
Caust.v2_012071-RA	Caust.v2_012071
Caust.v2_012080-RA	Caust.v2_012080
Caust.v2_012087-RA	Caust.v2_012087
Caust.v2_012090-RA	Caust.v2_012090
Caust.v2_012096-RA	Caust.v2_012096
Caust.v2_012094-RA	Caust.v2_012094
Caust.v2_012091-RA	Caust.v2_012091
Caust.v2_012076-RA	Caust.v2_012076
Caust.v2_012084-RA	Caust.v2_012084
Caust.v2_012081-RA	Caust.v2_012081
Caust.v2_012082-RA	Caust.v2_012082
Caust.v2_012086-RA	Caust.v2_012086
Caust.v2_012074-RA	Caust.v2_012074
Caust.v2_020813-RA	Caust.v2_020813
Caust.v2_022251-RA	Caust.v2_022251
Caust.v2_020165-RA	Caust.v2_020165
Caust.v2_020164-RA	Caust.v2_020164
Caust.v2_022580-RA	Caust.v2_022580
Caust.v2_022494-RA	Caust.v2_022494
Caust.v2_017441-RA	Caust.v2_017441
Caust.v2_017443-RA	Caust.v2_017443
Caust.v2_017444-RA	Caust.v2_017444
Caust.v2_017442-RA	Caust.v2_017442
Caust.v2_017440-RA	Caust.v2_017440
Caust.v2_021011-RA	Caust.v2_021011
Caust.v2_022185-RA	Caust.v2_022185
Caust.v2_017913-RB	Caust.v2_017913
Caust.v2_017913-RA	Caust.v2_017913
Caust.v2_017914-RA	Caust.v2_017914
Caust.v2_017913-RC	Caust.v2_017913
Caust.v2_014720-RA	Caust.v2_014720
Caust.v2_014716-RA	Caust.v2_014716
Caust.v2_014714-RA	Caust.v2_014714
Caust.v2_014713-RA	Caust.v2_014713
Caust.v2_014711-RA	Caust.v2_014711
Caust.v2_014709-RA	Caust.v2_014709
Caust.v2_014721-RA	Caust.v2_014721
Caust.v2_014710-RA	Caust.v2_014710
Caust.v2_014718-RA	Caust.v2_014718
Caust.v2_014717-RA	Caust.v2_014717
Caust.v2_014708-RA	Caust.v2_014708
Caust.v2_014719-RA	Caust.v2_014719
Caust.v2_014715-RA	Caust.v2_014715
Caust.v2_014712-RA	Caust.v2_014712
Caust.v2_022138-RA	Caust.v2_022138
Caust.v2_019564-RA	Caust.v2_019564
Caust.v2_019565-RA	Caust.v2_019565
Caust.v2_019563-RA	Caust.v2_019563
Caust.v2_019461-RA	Caust.v2_019461
Caust.v2_019462-RA	Caust.v2_019462
Caust.v2_019600-RA	Caust.v2_019600
Caust.v2_019599-RA	Caust.v2_019599
Caust.v2_019598-RA	Caust.v2_019598
Caust.v2_022609-RA	Caust.v2_022609
Caust.v2_021902-RA	Caust.v2_021902
Caust.v2_019298-RA	Caust.v2_019298
Caust.v2_019296-RA	Caust.v2_019296
Caust.v2_019297-RA	Caust.v2_019297
Caust.v2_020156-RA	Caust.v2_020156
Caust.v2_020158-RA	Caust.v2_020158
Caust.v2_020157-RA	Caust.v2_020157
Caust.v2_015083-RA	Caust.v2_015083
Caust.v2_015092-RA	Caust.v2_015092
Caust.v2_015085-RA	Caust.v2_015085
Caust.v2_015088-RA	Caust.v2_015088
Caust.v2_015089-RA	Caust.v2_015089
Caust.v2_015082-RA	Caust.v2_015082
Caust.v2_015091-RA	Caust.v2_015091
Caust.v2_015087-RA	Caust.v2_015087
Caust.v2_015080-RA	Caust.v2_015080
Caust.v2_015086-RA	Caust.v2_015086
Caust.v2_015084-RA	Caust.v2_015084
Caust.v2_015079-RA	Caust.v2_015079
Caust.v2_015090-RA	Caust.v2_015090
Caust.v2_015081-RA	Caust.v2_015081
Caust.v2_022014-RA	Caust.v2_022014
Caust.v2_021831-RA	Caust.v2_021831
Caust.v2_013004-RF	Caust.v2_013004
Caust.v2_013004-RC	Caust.v2_013004
Caust.v2_013005-RA	Caust.v2_013005
Caust.v2_012997-RA	Caust.v2_012997
Caust.v2_013000-RA	Caust.v2_013000
Caust.v2_012999-RA	Caust.v2_012999
Caust.v2_013004-RE	Caust.v2_013004
Caust.v2_013004-RD	Caust.v2_013004
Caust.v2_013001-RA	Caust.v2_013001
Caust.v2_013006-RA	Caust.v2_013006
Caust.v2_013003-RB	Caust.v2_013003
Caust.v2_013004-RB	Caust.v2_013004
Caust.v2_013004-RG	Caust.v2_013004
Caust.v2_013004-RA	Caust.v2_013004
Caust.v2_012998-RA	Caust.v2_012998
Caust.v2_013004-RH	Caust.v2_013004
Caust.v2_013003-RA	Caust.v2_013003
Caust.v2_013002-RA	Caust.v2_013002
Caust.v2_016968-RA	Caust.v2_016968
Caust.v2_016967-RA	Caust.v2_016967
Caust.v2_016969-RA	Caust.v2_016969
Caust.v2_016970-RA	Caust.v2_016970
Caust.v2_016971-RA	Caust.v2_016971
Caust.v2_020089-RA	Caust.v2_020089
Caust.v2_020088-RA	Caust.v2_020088
Caust.v2_021110-RA	Caust.v2_021110
Caust.v2_015920-RA	Caust.v2_015920
Caust.v2_015918-RA	Caust.v2_015918
Caust.v2_015921-RA	Caust.v2_015921
Caust.v2_015916-RA	Caust.v2_015916
Caust.v2_015924-RA	Caust.v2_015924
Caust.v2_015923-RA	Caust.v2_015923
Caust.v2_015914-RA	Caust.v2_015914
Caust.v2_015919-RA	Caust.v2_015919
Caust.v2_015913-RA	Caust.v2_015913
Caust.v2_015915-RA	Caust.v2_015915
Caust.v2_015922-RA	Caust.v2_015922
Caust.v2_015917-RA	Caust.v2_015917
Caust.v2_022502-RA	Caust.v2_022502
Caust.v2_021287-RA	Caust.v2_021287
Caust.v2_021980-RA	Caust.v2_021980
Caust.v2_014636-RA	Caust.v2_014636
Caust.v2_014633-RA	Caust.v2_014633
Caust.v2_014635-RA	Caust.v2_014635
Caust.v2_014628-RA	Caust.v2_014628
Caust.v2_014637-RA	Caust.v2_014637
Caust.v2_014630-RA	Caust.v2_014630
Caust.v2_014629-RA	Caust.v2_014629
Caust.v2_014629-RB	Caust.v2_014629
Caust.v2_014631-RA	Caust.v2_014631
Caust.v2_014632-RA	Caust.v2_014632
Caust.v2_014634-RA	Caust.v2_014634
Caust.v2_014626-RA	Caust.v2_014626
Caust.v2_014627-RA	Caust.v2_014627
Caust.v2_021873-RA	Caust.v2_021873
Caust.v2_010319-RA	Caust.v2_010319
Caust.v2_010312-RA	Caust.v2_010312
Caust.v2_010301-RA	Caust.v2_010301
Caust.v2_010329-RA	Caust.v2_010329
Caust.v2_010316-RA	Caust.v2_010316
Caust.v2_010306-RA	Caust.v2_010306
Caust.v2_010330-RA	Caust.v2_010330
Caust.v2_010323-RA	Caust.v2_010323
Caust.v2_010321-RA	Caust.v2_010321
Caust.v2_010315-RA	Caust.v2_010315
Caust.v2_010307-RA	Caust.v2_010307
Caust.v2_010305-RA	Caust.v2_010305
Caust.v2_010298-RA	Caust.v2_010298
Caust.v2_010309-RA	Caust.v2_010309
Caust.v2_010310-RA	Caust.v2_010310
Caust.v2_010331-RA	Caust.v2_010331
Caust.v2_010299-RA	Caust.v2_010299
Caust.v2_010321-RB	Caust.v2_010321
Caust.v2_010302-RA	Caust.v2_010302
Caust.v2_010313-RA	Caust.v2_010313
Caust.v2_010326-RA	Caust.v2_010326
Caust.v2_010320-RA	Caust.v2_010320
Caust.v2_010333-RA	Caust.v2_010333
Caust.v2_010325-RA	Caust.v2_010325
Caust.v2_010296-RA	Caust.v2_010296
Caust.v2_010324-RA	Caust.v2_010324
Caust.v2_010321-RC	Caust.v2_010321
Caust.v2_010334-RA	Caust.v2_010334
Caust.v2_010328-RA	Caust.v2_010328
Caust.v2_010311-RA	Caust.v2_010311
Caust.v2_010308-RB	Caust.v2_010308
Caust.v2_010314-RA	Caust.v2_010314
Caust.v2_010317-RA	Caust.v2_010317
Caust.v2_010318-RA	Caust.v2_010318
Caust.v2_010300-RA	Caust.v2_010300
Caust.v2_010322-RA	Caust.v2_010322
Caust.v2_010332-RA	Caust.v2_010332
Caust.v2_010308-RA	Caust.v2_010308
Caust.v2_010327-RA	Caust.v2_010327
Caust.v2_010304-RA	Caust.v2_010304
Caust.v2_010297-RA	Caust.v2_010297
Caust.v2_010307-RB	Caust.v2_010307
Caust.v2_010303-RA	Caust.v2_010303
Caust.v2_022554-RA	Caust.v2_022554
Caust.v2_022417-RA	Caust.v2_022417
Caust.v2_022011-RA	Caust.v2_022011
Caust.v2_020762-RA	Caust.v2_020762
Caust.v2_020761-RA	Caust.v2_020761
Caust.v2_019673-RA	Caust.v2_019673
Caust.v2_019674-RA	Caust.v2_019674
Caust.v2_021122-RA	Caust.v2_021122
Caust.v2_021123-RA	Caust.v2_021123
Caust.v2_021411-RA	Caust.v2_021411
Caust.v2_019194-RA	Caust.v2_019194
Caust.v2_019193-RA	Caust.v2_019193
Caust.v2_019192-RA	Caust.v2_019192
Caust.v2_021272-RA	Caust.v2_021272
Caust.v2_021271-RA	Caust.v2_021271
Caust.v2_022658-RA	Caust.v2_022658
Caust.v2_022534-RA	Caust.v2_022534
Caust.v2_019058-RA	Caust.v2_019058
Caust.v2_019056-RA	Caust.v2_019056
Caust.v2_019057-RA	Caust.v2_019057
Caust.v2_019975-RA	Caust.v2_019975
Caust.v2_019974-RA	Caust.v2_019974
Caust.v2_021279-RA	Caust.v2_021279
Caust.v2_021136-RA	Caust.v2_021136
Caust.v2_016078-RA	Caust.v2_016078
Caust.v2_016081-RA	Caust.v2_016081
Caust.v2_016079-RA	Caust.v2_016079
Caust.v2_016077-RA	Caust.v2_016077
Caust.v2_016080-RA	Caust.v2_016080
Caust.v2_016075-RA	Caust.v2_016075
Caust.v2_016082-RA	Caust.v2_016082
Caust.v2_016074-RA	Caust.v2_016074
Caust.v2_016080-RB	Caust.v2_016080
Caust.v2_016076-RA	Caust.v2_016076
Caust.v2_019988-RA	Caust.v2_019988
Caust.v2_019987-RA	Caust.v2_019987
Caust.v2_019986-RA	Caust.v2_019986
Caust.v2_020300-RA	Caust.v2_020300
Caust.v2_020299-RA	Caust.v2_020299
Caust.v2_021357-RA	Caust.v2_021357
Caust.v2_018348-RA	Caust.v2_018348
Caust.v2_018347-RA	Caust.v2_018347
Caust.v2_018349-RA	Caust.v2_018349
Caust.v2_021971-RA	Caust.v2_021971
Caust.v2_019722-RA	Caust.v2_019722
Caust.v2_019721-RA	Caust.v2_019721
Caust.v2_015948-RA	Caust.v2_015948
Caust.v2_015955-RA	Caust.v2_015955
Caust.v2_015959-RA	Caust.v2_015959
Caust.v2_015952-RA	Caust.v2_015952
Caust.v2_015950-RA	Caust.v2_015950
Caust.v2_015953-RA	Caust.v2_015953
Caust.v2_015957-RA	Caust.v2_015957
Caust.v2_015954-RA	Caust.v2_015954
Caust.v2_015951-RA	Caust.v2_015951
Caust.v2_015958-RA	Caust.v2_015958
Caust.v2_015956-RA	Caust.v2_015956
Caust.v2_015949-RA	Caust.v2_015949
Caust.v2_022719-RA	Caust.v2_022719
Caust.v2_022602-RA	Caust.v2_022602
Caust.v2_018854-RA	Caust.v2_018854
Caust.v2_018855-RA	Caust.v2_018855
Caust.v2_018856-RA	Caust.v2_018856
Caust.v2_021759-RA	Caust.v2_021759
Caust.v2_016014-RA	Caust.v2_016014
Caust.v2_016012-RA	Caust.v2_016012
Caust.v2_016015-RA	Caust.v2_016015
Caust.v2_016011-RA	Caust.v2_016011
Caust.v2_016008-RA	Caust.v2_016008
Caust.v2_016005-RA	Caust.v2_016005
Caust.v2_016009-RA	Caust.v2_016009
Caust.v2_016010-RA	Caust.v2_016010
Caust.v2_016006-RA	Caust.v2_016006
Caust.v2_016007-RA	Caust.v2_016007
Caust.v2_016013-RA	Caust.v2_016013
Caust.v2_019928-RA	Caust.v2_019928
Caust.v2_019926-RA	Caust.v2_019926
Caust.v2_019927-RA	Caust.v2_019927
Caust.v2_022188-RA	Caust.v2_022188
Caust.v2_017582-RA	Caust.v2_017582
Caust.v2_017581-RA	Caust.v2_017581
Caust.v2_022401-RA	Caust.v2_022401
Caust.v2_007580-RA	Caust.v2_007580
Caust.v2_007579-RA	Caust.v2_007579
Caust.v2_007599-RA	Caust.v2_007599
Caust.v2_007583-RA	Caust.v2_007583
Caust.v2_007571-RA	Caust.v2_007571
Caust.v2_007573-RA	Caust.v2_007573
Caust.v2_007581-RA	Caust.v2_007581
Caust.v2_007569-RC	Caust.v2_007569
Caust.v2_007569-RB	Caust.v2_007569
Caust.v2_007569-RA	Caust.v2_007569
Caust.v2_007574-RA	Caust.v2_007574
Caust.v2_007603-RA	Caust.v2_007603
Caust.v2_007577-RA	Caust.v2_007577
Caust.v2_007584-RA	Caust.v2_007584
Caust.v2_007564-RA	Caust.v2_007564
Caust.v2_007576-RE	Caust.v2_007576
Caust.v2_007595-RA	Caust.v2_007595
Caust.v2_007582-RC	Caust.v2_007582
Caust.v2_007570-RA	Caust.v2_007570
Caust.v2_007589-RA	Caust.v2_007589
Caust.v2_007576-RA	Caust.v2_007576
Caust.v2_007572-RA	Caust.v2_007572
Caust.v2_007585-RA	Caust.v2_007585
Caust.v2_007578-RA	Caust.v2_007578
Caust.v2_007600-RA	Caust.v2_007600
Caust.v2_007597-RA	Caust.v2_007597
Caust.v2_007605-RA	Caust.v2_007605
Caust.v2_007587-RA	Caust.v2_007587
Caust.v2_007602-RA	Caust.v2_007602
Caust.v2_007593-RA	Caust.v2_007593
Caust.v2_007586-RA	Caust.v2_007586
Caust.v2_007567-RA	Caust.v2_007567
Caust.v2_007598-RA	Caust.v2_007598
Caust.v2_007596-RA	Caust.v2_007596
Caust.v2_007588-RA	Caust.v2_007588
Caust.v2_007576-RB	Caust.v2_007576
Caust.v2_007582-RF	Caust.v2_007582
Caust.v2_007591-RA	Caust.v2_007591
Caust.v2_007582-RE	Caust.v2_007582
Caust.v2_007582-RB	Caust.v2_007582
Caust.v2_007594-RA	Caust.v2_007594
Caust.v2_007592-RA	Caust.v2_007592
Caust.v2_007574-RB	Caust.v2_007574
Caust.v2_007566-RE	Caust.v2_007566
Caust.v2_007604-RA	Caust.v2_007604
Caust.v2_007576-RD	Caust.v2_007576
Caust.v2_007582-RD	Caust.v2_007582
Caust.v2_007575-RA	Caust.v2_007575
Caust.v2_007576-RC	Caust.v2_007576
Caust.v2_007566-RA	Caust.v2_007566
Caust.v2_007576-RF	Caust.v2_007576
Caust.v2_007566-RD	Caust.v2_007566
Caust.v2_007563-RA	Caust.v2_007563
Caust.v2_007599-RB	Caust.v2_007599
Caust.v2_007566-RF	Caust.v2_007566
Caust.v2_007566-RC	Caust.v2_007566
Caust.v2_007566-RB	Caust.v2_007566
Caust.v2_007601-RA	Caust.v2_007601
Caust.v2_007582-RA	Caust.v2_007582
Caust.v2_007565-RA	Caust.v2_007565
Caust.v2_007568-RA	Caust.v2_007568
Caust.v2_007590-RA	Caust.v2_007590
Caust.v2_015125-RA	Caust.v2_015125
Caust.v2_015130-RA	Caust.v2_015130
Caust.v2_015124-RA	Caust.v2_015124
Caust.v2_015123-RA	Caust.v2_015123
Caust.v2_015122-RA	Caust.v2_015122
Caust.v2_015126-RA	Caust.v2_015126
Caust.v2_015129-RA	Caust.v2_015129
Caust.v2_015127-RA	Caust.v2_015127
Caust.v2_015128-RA	Caust.v2_015128
Caust.v2_015121-RA	Caust.v2_015121
Caust.v2_019481-RA	Caust.v2_019481
Caust.v2_019480-RA	Caust.v2_019480
Caust.v2_015806-RA	Caust.v2_015806
Caust.v2_015809-RA	Caust.v2_015809
Caust.v2_015813-RA	Caust.v2_015813
Caust.v2_015811-RA	Caust.v2_015811
Caust.v2_015807-RA	Caust.v2_015807
Caust.v2_015810-RA	Caust.v2_015810
Caust.v2_015808-RA	Caust.v2_015808
Caust.v2_015812-RA	Caust.v2_015812
Caust.v2_009655-RA	Caust.v2_009655
Caust.v2_009641-RA	Caust.v2_009641
Caust.v2_009638-RA	Caust.v2_009638
Caust.v2_009637-RA	Caust.v2_009637
Caust.v2_009631-RA	Caust.v2_009631
Caust.v2_009646-RC	Caust.v2_009646
Caust.v2_009653-RA	Caust.v2_009653
Caust.v2_009642-RA	Caust.v2_009642
Caust.v2_009645-RA	Caust.v2_009645
Caust.v2_009647-RA	Caust.v2_009647
Caust.v2_009658-RA	Caust.v2_009658
Caust.v2_009633-RA	Caust.v2_009633
Caust.v2_009635-RB	Caust.v2_009635
Caust.v2_009657-RA	Caust.v2_009657
Caust.v2_009640-RA	Caust.v2_009640
Caust.v2_009660-RA	Caust.v2_009660
Caust.v2_009646-RA	Caust.v2_009646
Caust.v2_009650-RA	Caust.v2_009650
Caust.v2_009632-RA	Caust.v2_009632
Caust.v2_009636-RA	Caust.v2_009636
Caust.v2_009638-RB	Caust.v2_009638
Caust.v2_009649-RA	Caust.v2_009649
Caust.v2_009652-RA	Caust.v2_009652
Caust.v2_009630-RA	Caust.v2_009630
Caust.v2_009643-RA	Caust.v2_009643
Caust.v2_009629-RA	Caust.v2_009629
Caust.v2_009627-RA	Caust.v2_009627
Caust.v2_009647-RB	Caust.v2_009647
Caust.v2_009648-RA	Caust.v2_009648
Caust.v2_009654-RA	Caust.v2_009654
Caust.v2_009628-RA	Caust.v2_009628
Caust.v2_009646-RB	Caust.v2_009646
Caust.v2_009635-RD	Caust.v2_009635
Caust.v2_009651-RA	Caust.v2_009651
Caust.v2_009634-RA	Caust.v2_009634
Caust.v2_009644-RA	Caust.v2_009644
Caust.v2_009639-RA	Caust.v2_009639
Caust.v2_009659-RA	Caust.v2_009659
Caust.v2_009635-RA	Caust.v2_009635
Caust.v2_009656-RA	Caust.v2_009656
Caust.v2_009635-RC	Caust.v2_009635
Caust.v2_021912-RA	Caust.v2_021912
Caust.v2_004721-RB	Caust.v2_004721
Caust.v2_004666-RA	Caust.v2_004666
Caust.v2_004716-RB	Caust.v2_004716
Caust.v2_004671-RA	Caust.v2_004671
Caust.v2_004696-RA	Caust.v2_004696
Caust.v2_004718-RA	Caust.v2_004718
Caust.v2_004675-RA	Caust.v2_004675
Caust.v2_004698-RA	Caust.v2_004698
Caust.v2_004677-RA	Caust.v2_004677
Caust.v2_004715-RA	Caust.v2_004715
Caust.v2_004710-RA	Caust.v2_004710
Caust.v2_004722-RA	Caust.v2_004722
Caust.v2_004708-RA	Caust.v2_004708
Caust.v2_004693-RA	Caust.v2_004693
Caust.v2_004683-RA	Caust.v2_004683
Caust.v2_004704-RA	Caust.v2_004704
Caust.v2_004685-RC	Caust.v2_004685
Caust.v2_004716-RC	Caust.v2_004716
Caust.v2_004678-RA	Caust.v2_004678
Caust.v2_004700-RA	Caust.v2_004700
Caust.v2_004701-RA	Caust.v2_004701
Caust.v2_004692-RE	Caust.v2_004692
Caust.v2_004688-RA	Caust.v2_004688
Caust.v2_004665-RA	Caust.v2_004665
Caust.v2_004668-RB	Caust.v2_004668
Caust.v2_004657-RA	Caust.v2_004657
Caust.v2_004703-RA	Caust.v2_004703
Caust.v2_004680-RA	Caust.v2_004680
Caust.v2_004692-RD	Caust.v2_004692
Caust.v2_004684-RA	Caust.v2_004684
Caust.v2_004702-RA	Caust.v2_004702
Caust.v2_004705-RA	Caust.v2_004705
Caust.v2_004676-RA	Caust.v2_004676
Caust.v2_004691-RA	Caust.v2_004691
Caust.v2_004662-RA	Caust.v2_004662
Caust.v2_004670-RA	Caust.v2_004670
Caust.v2_004707-RA	Caust.v2_004707
Caust.v2_004685-RE	Caust.v2_004685
Caust.v2_004720-RA	Caust.v2_004720
Caust.v2_004714-RA	Caust.v2_004714
Caust.v2_004685-RD	Caust.v2_004685
Caust.v2_004721-RA	Caust.v2_004721
Caust.v2_004719-RA	Caust.v2_004719
Caust.v2_004661-RA	Caust.v2_004661
Caust.v2_004682-RA	Caust.v2_004682
Caust.v2_004685-RB	Caust.v2_004685
Caust.v2_004694-RA	Caust.v2_004694
Caust.v2_004658-RA	Caust.v2_004658
Caust.v2_004673-RA	Caust.v2_004673
Caust.v2_004692-RC	Caust.v2_004692
Caust.v2_004694-RB	Caust.v2_004694
Caust.v2_004694-RC	Caust.v2_004694
Caust.v2_004685-RA	Caust.v2_004685
Caust.v2_004690-RA	Caust.v2_004690
Caust.v2_004691-RB	Caust.v2_004691
Caust.v2_004723-RA	Caust.v2_004723
Caust.v2_004699-RA	Caust.v2_004699
Caust.v2_004709-RA	Caust.v2_004709
Caust.v2_004679-RA	Caust.v2_004679
Caust.v2_004681-RA	Caust.v2_004681
Caust.v2_004689-RA	Caust.v2_004689
Caust.v2_004717-RB	Caust.v2_004717
Caust.v2_004716-RA	Caust.v2_004716
Caust.v2_004711-RA	Caust.v2_004711
Caust.v2_004692-RA	Caust.v2_004692
Caust.v2_004695-RA	Caust.v2_004695
Caust.v2_004717-RA	Caust.v2_004717
Caust.v2_004668-RA	Caust.v2_004668
Caust.v2_004667-RA	Caust.v2_004667
Caust.v2_004660-RA	Caust.v2_004660
Caust.v2_004659-RA	Caust.v2_004659
Caust.v2_004686-RA	Caust.v2_004686
Caust.v2_004692-RB	Caust.v2_004692
Caust.v2_004706-RA	Caust.v2_004706
Caust.v2_004672-RA	Caust.v2_004672
Caust.v2_004669-RA	Caust.v2_004669
Caust.v2_004687-RA	Caust.v2_004687
Caust.v2_004674-RA	Caust.v2_004674
Caust.v2_004663-RA	Caust.v2_004663
Caust.v2_004713-RA	Caust.v2_004713
Caust.v2_004697-RA	Caust.v2_004697
Caust.v2_004664-RA	Caust.v2_004664
Caust.v2_004712-RA	Caust.v2_004712
Caust.v2_019973-RA	Caust.v2_019973
Caust.v2_019972-RA	Caust.v2_019972
Caust.v2_019364-RA	Caust.v2_019364
Caust.v2_019365-RA	Caust.v2_019365
Caust.v2_019366-RA	Caust.v2_019366
Caust.v2_021599-RA	Caust.v2_021599
Caust.v2_022380-RA	Caust.v2_022380
Caust.v2_015938-RA	Caust.v2_015938
Caust.v2_015937-RA	Caust.v2_015937
Caust.v2_015936-RA	Caust.v2_015936
Caust.v2_020435-RA	Caust.v2_020435
Caust.v2_020349-RA	Caust.v2_020349
Caust.v2_021850-RA	Caust.v2_021850
