GeneID	Function	Orthogroup
LOC102655089	Background	Unassigned
LOC102655090	Background	OG0008271
LOC102655092	Background	OG0010252
LOC102655094	Background	Unassigned
LOC102655097	Background	OG0004705
LOC102655099	Background	Unassigned
LOC102655100	Background	OG0009095
LOC102655102	Background	OG0009379
LOC102655106	Background	Unassigned
LOC102655107	Background	OG0004905
LOC102655111	Background	OG0009495
LOC102655112	Background	OG0000868
LOC102655120	Background	OG0000519
LOC102655123	Background	Unassigned
LOC102655124	Background	OG0009278
LOC102655126	Background	OG0003280
LOC102655127	Background	OG0007863
LOC102655130	Background	OG0003061
LOC102655131	Background	OG0004903
LOC102655134	Background	Unassigned
LOC102655138	Background	OG0001323
LOC102655139	Background	OG0009369
LOC102655141	Background	OG0000735
LOC102655142	Background	Unassigned
LOC102655144	Background	Unassigned
LOC102655145	Background	Unassigned
LOC102655147	Background	OG0000083
LOC102655148	Background	OG0009397
LOC102655152	Background	OG0010749
LOC102655153	Background	OG0009241
LOC102655155	Background	Unassigned
LOC102655156	Background	OG0007860
LOC102655158	Background	OG0010770
LOC102655167	Background	Unassigned
LOC102655168	Background	OG0005791
LOC102655173	Background	Unassigned
LOC102655174	Background	Unassigned
LOC102655177	Background	Unassigned
LOC102655179	Background	Unassigned
LOC102655180	Background	OG0000083
LOC102655181	Background	Unassigned
LOC102655184	Background	Unassigned
LOC102655185	Background	OG0009894
LOC102655188	Background	OG0010271
LOC102655189	Background	OG0000349
LOC102655195	Background	Unassigned
LOC102655200	Background	Unassigned
LOC102655202	Background	OG0003479
LOC102655203	Background	OG0004764
LOC102655208	Background	Unassigned
LOC102655213	Background	Unassigned
LOC102655217	Background	OG0004332
LOC102655218	Background	OG0000001
LOC102655219	Background	OG0008941
LOC102655220	Background	OG0002937
LOC102655223	Background	Unassigned
LOC102655228	Background	OG0008838
LOC102655229	Background	Unassigned
LOC102655232	Background	Unassigned
LOC102655235	Background	Unassigned
LOC102655237	Background	Unassigned
LOC102655238	Background	OG0005945
LOC102655240	Background	OG0009280
LOC102655241	Background	Unassigned
LOC102655243	Background	OG0005185
LOC102655244	Background	Unassigned
LOC102655247	Background	Unassigned
LOC102655249	Background	OG0001513
LOC102655251	Background	Unassigned
LOC102655252	Background	Unassigned
LOC102655259	Background	Unassigned
LOC102655263	Background	OG0006281
LOC102655268	Background	OG0003574
LOC102655272	Background	OG0002189
LOC102655275	Background	OG0010756
LOC102655278	Background	Unassigned
LOC102655280	Background	Unassigned
LOC102655281	Background	Unassigned
LOC102655282	Background	OG0006904
LOC102655284	Background	OG0005388
LOC102655285	Background	OG0000018
LOC102655287	Background	OG0000722
LOC102655291	Background	Unassigned
LOC102655292	Background	Unassigned
LOC102655299	Background	Unassigned
LOC102655300	Background	Unassigned
LOC102655302	Background	Unassigned
LOC102655306	Background	OG0003616
LOC102655307	Background	Unassigned
LOC102655308	Background	Unassigned
LOC102655311	Background	Unassigned
LOC102655316	Background	Unassigned
LOC102655319	Background	OG0004441
LOC102655329	Background	OG0005177
LOC102655330	Background	OG0010795
LOC102655332	Background	OG0005479
LOC102655337	Background	Unassigned
LOC102655339	Background	Unassigned
LOC102655352	Background	OG0009368
LOC102655353	Background	OG0009417
LOC102655354	Background	Unassigned
LOC102655355	Background	Unassigned
LOC102655356	Background	OG0000487
LOC102655357	Background	Unassigned
LOC102655361	Background	Unassigned
LOC102655363	Background	Unassigned
LOC102655365	Background	Unassigned
LOC102655367	Background	OG0000119
LOC102655371	Background	Unassigned
LOC102655373	Background	Unassigned
LOC102655375	Background	Unassigned
LOC102655376	Background	Unassigned
LOC102655388	Background	OG0002607
LOC102655391	Background	OG0002231
LOC102655392	Background	OG0006870
LOC102655393	Background	Unassigned
LOC102655396	Background	Unassigned
LOC102655399	Background	OG0008909
LOC102655405	Background	OG0010841
LOC102655407	Background	Unassigned
LOC102655409	Background	OG0010804
LOC102655411	Background	OG0004927
LOC102655419	Background	Unassigned
LOC102655420	Background	OG0008900
LOC102655422	Background	OG0003835
LOC102655426	Background	Unassigned
LOC102655427	Background	Unassigned
LOC102655429	Background	OG0002992
LOC102655431	Background	Unassigned
LOC102655432	Background	Unassigned
LOC102655434	Background	OG0000119
LOC102655435	Background	OG0000002
LOC102655436	Background	OG0004250
LOC102655437	Background	Unassigned
LOC102655438	Background	Unassigned
LOC102655440	Background	OG0008833
LOC102655442	Background	Unassigned
LOC102655446	Background	OG0008288
LOC102655447	Background	Unassigned
LOC102655449	Background	Unassigned
LOC102655452	Background	OG0006500
LOC102655453	Background	Unassigned
LOC102655454	Background	Unassigned
LOC102655455	Background	Unassigned
LOC102655457	Background	OG0003602
LOC102655461	Background	OG0009059
LOC102655462	Background	Unassigned
LOC102655463	Background	OG0008017
LOC102655464	Background	Unassigned
LOC102655465	Background	Unassigned
LOC102655466	Background	OG0002680
LOC102655469	Background	OG0009132
LOC102655470	Background	OG0008068
LOC102655476	Background	OG0009187
LOC102655477	Background	OG0010788
LOC102655479	Background	OG0002012
LOC102655481	Background	Unassigned
LOC102655485	Background	Unassigned
LOC102655490	Background	Unassigned
LOC102655491	Background	Unassigned
LOC102655493	Background	OG0008194
LOC102655494	Background	Unassigned
LOC102655495	Background	Unassigned
LOC102655496	Background	Unassigned
LOC102655503	Background	OG0007836
LOC102655506	Background	Unassigned
LOC102655507	Background	Unassigned
LOC102655509	Background	Unassigned
LOC102655512	Background	OG0002991
LOC102655515	Background	Unassigned
LOC102655519	Background	Unassigned
LOC102655520	Background	OG0001858
LOC102655521	Background	OG0009414
LOC102655522	Background	Unassigned
LOC102655523	Background	OG0009245
LOC102655526	Background	Unassigned
LOC102655529	Background	Unassigned
LOC102655530	Background	OG0009302
LOC102655531	Background	Unassigned
LOC102655536	Background	Unassigned
LOC102655538	Background	OG0002347
LOC102655539	Background	Unassigned
LOC102655540	Background	OG0003829
LOC102655553	Background	OG0000119
LOC102655555	Background	Unassigned
LOC102655559	Background	OG0000018
LOC102655560	Background	Unassigned
LOC102655563	Background	OG0005792
LOC102655564	Background	OG0008958
LOC102655567	Background	Unassigned
LOC102655568	Background	Unassigned
LOC102655574	Background	Unassigned
LOC102655581	Background	Unassigned
LOC102655582	Background	Unassigned
LOC102655585	Background	OG0008175
LOC102655587	Background	Unassigned
LOC102655591	Background	Unassigned
LOC102655592	Background	OG0008316
LOC102655594	Background	Unassigned
LOC102655600	Background	OG0010699
LOC102655603	Background	OG0004496
LOC102655605	Background	Unassigned
LOC102655609	Background	Unassigned
LOC102655611	Background	OG0010811
LOC102655612	Background	OG0009933
LOC102655614	Background	Unassigned
LOC102655617	Background	OG0008699
LOC102655618	Background	OG0003773
LOC102655619	Background	Unassigned
LOC102655621	Background	Unassigned
LOC102655622	Background	OG0006532
LOC102655624	Background	OG0010876
LOC102655631	Background	OG0000134
LOC102655634	Background	Unassigned
LOC102655635	Background	Unassigned
LOC102655636	Background	OG0009214
LOC102655639	Background	OG0003296
LOC102655645	Background	Unassigned
LOC102655648	Background	OG0008280
LOC102655652	Background	Unassigned
LOC102655654	Background	OG0009307
LOC102655655	Background	Unassigned
LOC102655660	Background	Unassigned
LOC102655661	Background	OG0007706
LOC102655663	Background	OG0000531
LOC102655670	Background	OG0009128
LOC102655673	Background	OG0005710
LOC102655674	Background	Unassigned
LOC102655676	Background	Unassigned
LOC102655679	Background	OG0001018
LOC102655682	Background	Unassigned
LOC102655685	Background	OG0010869
LOC102655688	Background	OG0007785
LOC102655689	Background	OG0004362
LOC102655690	Background	OG0007670
LOC102655697	Background	OG0009898
LOC102655698	Background	Unassigned
LOC102655699	Background	Unassigned
LOC102655706	Background	OG0002103
LOC102655707	Background	Unassigned
LOC102655709	Background	OG0007495
LOC102655710	Background	OG0002509
LOC102655712	Background	OG0000231
LOC102655718	Background	Unassigned
LOC102655720	Background	Unassigned
LOC102655721	Background	Unassigned
LOC102655724	Background	Unassigned
LOC102655734	Background	Unassigned
LOC102655737	Background	OG0008053
LOC102655740	Background	OG0002381
LOC102655746	Background	Unassigned
LOC102655747	Background	OG0010844
LOC102655751	Background	Unassigned
LOC102655754	Background	OG0006147
LOC102655756	Background	OG0009370
LOC102655757	Background	Unassigned
LOC102655762	Background	OG0010277
LOC102655764	Background	OG0009062
LOC102655765	Background	OG0004130
LOC102655775	Background	OG0010844
LOC102655778	Background	OG0006359
LOC102655779	Background	Unassigned
LOC102655781	Background	OG0010667
LOC102655783	Background	Unassigned
LOC102655784	Background	Unassigned
LOC102655785	Background	Unassigned
LOC102655786	Background	Unassigned
LOC102655787	Background	Unassigned
LOC102655788	Background	Unassigned
LOC102655790	Background	Unassigned
LOC102655792	Background	Unassigned
LOC102655793	Background	Unassigned
LOC102655794	Background	OG0010769
LOC102655796	Background	OG0000411
LOC102655797	Background	Unassigned
LOC102655798	Background	OG0008910
LOC102655805	Background	Unassigned
LOC102655807	Background	OG0010798
LOC102655809	Background	Unassigned
LOC102655810	Background	OG0002749
LOC102655811	Background	OG0009908
LOC102655812	Background	Unassigned
LOC102655814	Background	Unassigned
LOC102655815	Background	OG0008236
LOC102655817	Background	Unassigned
LOC102655819	Background	OG0006479
LOC102655821	Background	Unassigned
LOC102655824	Background	OG0005705
LOC102655825	Background	OG0000336
LOC102655835	Background	Unassigned
LOC102655836	Background	OG0002948
LOC102655837	Background	OG0010866
LOC102655838	Background	Unassigned
LOC102655840	Background	Unassigned
LOC102655841	Background	OG0002322
LOC102655842	Background	Unassigned
LOC102655843	Background	Unassigned
LOC102655844	Background	OG0010259
LOC102655847	Background	Unassigned
LOC102655849	Background	Unassigned
LOC102655857	Background	OG0000336
LOC102655858	Background	Unassigned
LOC102655859	Background	OG0000287
LOC102655862	Background	OG0010750
LOC102655864	Background	OG0010671
LOC102655865	Background	Unassigned
LOC102655866	Background	Unassigned
LOC102655867	Background	Unassigned
LOC102655868	Background	Unassigned
LOC102655870	Background	Unassigned
LOC102655877	Background	OG0006810
LOC102655878	Background	OG0010707
LOC102655879	Background	OG0003249
LOC102655881	Background	Unassigned
LOC102655882	Background	OG0003472
LOC102655889	Background	Unassigned
LOC102655890	Background	Unassigned
LOC102655893	Background	Unassigned
LOC102655896	Background	OG0006787
LOC102655897	Background	OG0007675
LOC102655898	Background	OG0006354
LOC102655899	Background	OG0009364
LOC102655900	Background	Unassigned
LOC102655904	Background	OG0007736
LOC102655905	Background	OG0009674
LOC102655915	Background	Unassigned
LOC102655921	Background	OG0010845
LOC102655922	Background	OG0008978
LOC102655924	Background	Unassigned
LOC102655928	Background	Unassigned
LOC102655933	Background	Unassigned
LOC102655938	Background	OG0010852
LOC102655942	Background	OG0008268
LOC102655943	Background	Unassigned
LOC102655945	Background	OG0003471
LOC102655946	Background	Unassigned
LOC102655948	Background	OG0007514
LOC102655950	Background	OG0004162
LOC102655953	Background	OG0008244
LOC102655966	Background	Unassigned
LOC102655968	Background	Unassigned
LOC102655970	Background	OG0009902
LOC102655971	Background	OG0006605
LOC102655976	Background	Unassigned
LOC102655979	Background	Unassigned
LOC102655980	Background	OG0003676
LOC102655981	Background	Unassigned
LOC102655983	Background	OG0002156
LOC102655994	Background	OG0002847
LOC102655995	Background	Unassigned
LOC102655997	Background	OG0010762
LOC102656006	Background	OG0007398
LOC102656007	Background	Unassigned
LOC102656008	Background	OG0008579
LOC102656010	Background	Unassigned
LOC102656011	Background	Unassigned
LOC102656013	Background	Unassigned
LOC102656014	Background	Unassigned
LOC102656015	Background	Unassigned
LOC102656016	Background	Unassigned
LOC102656017	Background	Unassigned
LOC102656019	Background	Unassigned
LOC102656021	Background	OG0008444
LOC102656022	Background	Unassigned
LOC102656027	Background	OG0009396
LOC102656029	Background	OG0001866
LOC102656037	Background	Unassigned
LOC102656039	Background	Unassigned
LOC102656040	Background	Unassigned
LOC102656043	Background	Unassigned
LOC102656044	Background	Unassigned
LOC102656050	Background	OG0010691
LOC102656055	Background	OG0009943
LOC102656061	Background	Unassigned
LOC102656066	Background	Unassigned
LOC102656068	Background	Unassigned
LOC102656070	Background	OG0006628
LOC102656071	Background	Unassigned
LOC102656072	Background	Unassigned
LOC102656074	Background	OG0006145
LOC102656080	Background	Unassigned
LOC102656082	Background	OG0007371
LOC102656083	Background	Unassigned
LOC102656085	Background	Unassigned
LOC102656087	Background	Unassigned
LOC102656088	Background	OG0000181
LOC102656089	Background	Unassigned
LOC102656092	Background	Unassigned
LOC102656093	Background	OG0008929
LOC102656101	Background	OG0000121
LOC102656106	Background	Unassigned
LOC102656107	Signalling	OG0005377
LOC102656111	Background	Unassigned
LOC102656112	Background	Unassigned
LOC102656114	Background	Unassigned
LOC102656116	Background	OG0001820
LOC102656120	Background	Unassigned
LOC102656121	Background	Unassigned
LOC102656130	Background	Unassigned
LOC102656131	Background	OG0006440
LOC102656132	Background	OG0007718
LOC102656134	Background	Unassigned
LOC102656136	Background	OG0005835
LOC102656137	Background	OG0008031
LOC102656138	Background	Unassigned
LOC102656140	Background	Unassigned
LOC102656142	Background	OG0007639
LOC102656143	Background	OG0000875
LOC102656145	Background	Unassigned
LOC102656147	Background	Unassigned
LOC102656149	Background	Unassigned
LOC102656150	Background	Unassigned
LOC102656151	Background	Unassigned
LOC102656154	Background	OG0008871
LOC102656160	Background	Unassigned
LOC102656166	Background	OG0008754
LOC102656170	Background	OG0005017
LOC102656171	Background	Unassigned
LOC102656174	Background	Unassigned
LOC102656182	Background	Unassigned
LOC102656183	Background	OG0007489
LOC102656186	Background	OG0000415
LOC102656187	Background	Unassigned
LOC102656189	Background	Unassigned
LOC102656190	Background	OG0009650
LOC102656191	Background	Unassigned
LOC102656196	Background	Unassigned
LOC102656197	Background	OG0009127
LOC102656198	Background	OG0001822
LOC102656199	Background	OG0007703
LOC102656201	Background	Unassigned
LOC102656209	Background	Unassigned
LOC102656212	Background	Unassigned
LOC102656214	Background	Unassigned
