Transcript	Gene	Protein	CcalID
Caust.v2_001110-RA	Caust.v2_001110	Caust.v2_001110-RA	XP_017885741
Caust.v2_001111-RA	Caust.v2_001111	Caust.v2_001111-RA	XP_026667482
Caust.v2_001112-RA	Caust.v2_001112	Caust.v2_001112-RA	XP_017876213
Caust.v2_001112-RB	Caust.v2_001112	Caust.v2_001112-RB	XP_017876213
Caust.v2_001112-RC	Caust.v2_001112	Caust.v2_001112-RC	XP_017876213
Caust.v2_001113-RA	Caust.v2_001113	Caust.v2_001113-RA	XP_026667479
Caust.v2_001114-RA	Caust.v2_001114	Caust.v2_001114-RA	XP_017876196
Caust.v2_001114-RB	Caust.v2_001114	Caust.v2_001114-RB	XP_017876196
Caust.v2_001114-RC	Caust.v2_001114	Caust.v2_001114-RC	XP_017876196
Caust.v2_001115-RA	Caust.v2_001115	Caust.v2_001115-RA	XP_017876197
Caust.v2_001115-RB	Caust.v2_001115	Caust.v2_001115-RB	XP_017876197
Caust.v2_001115-RC	Caust.v2_001115	Caust.v2_001115-RC	XP_017876242
Caust.v2_001115-RD	Caust.v2_001115	Caust.v2_001115-RD	XP_017876197
Caust.v2_001116-RA	Caust.v2_001116	Caust.v2_001116-RA	XP_026667476
Caust.v2_001116-RB	Caust.v2_001116	Caust.v2_001116-RB	XP_026667476
Caust.v2_001117-RA	Caust.v2_001117	Caust.v2_001117-RA	XP_026667477
Caust.v2_001118-RA	Caust.v2_001118	Caust.v2_001118-RA	XP_017876198
Caust.v2_001119-RA	Caust.v2_001119	Caust.v2_001119-RA	NA
Caust.v2_001120-RA	Caust.v2_001120	Caust.v2_001120-RA	NA
Caust.v2_001121-RA	Caust.v2_001121	Caust.v2_001121-RA	XP_026667490
Caust.v2_001122-RA	Caust.v2_001122	Caust.v2_001122-RA	XP_017876218
Caust.v2_001122-RB	Caust.v2_001122	Caust.v2_001122-RB	XP_017876218
Caust.v2_001123-RA	Caust.v2_001123	Caust.v2_001123-RA	XP_017876215
Caust.v2_001123-RB	Caust.v2_001123	Caust.v2_001123-RB	XP_017876215
Caust.v2_001124-RA	Caust.v2_001124	Caust.v2_001124-RA	XP_026667470
Caust.v2_001125-RA	Caust.v2_001125	Caust.v2_001125-RA	NA
Caust.v2_001126-RA	Caust.v2_001126	Caust.v2_001126-RA	XP_017876204
Caust.v2_001127-RA	Caust.v2_001127	Caust.v2_001127-RA	NA
Caust.v2_001128-RA	Caust.v2_001128	Caust.v2_001128-RA	NA
Caust.v2_001129-RA	Caust.v2_001129	Caust.v2_001129-RA	NA
Caust.v2_001130-RA	Caust.v2_001130	Caust.v2_001130-RA	NA
Caust.v2_001131-RA	Caust.v2_001131	Caust.v2_001131-RA	NA
Caust.v2_001132-RA	Caust.v2_001132	Caust.v2_001132-RA	NA
Caust.v2_001133-RA	Caust.v2_001133	Caust.v2_001133-RA	XP_026667493
Caust.v2_001134-RA	Caust.v2_001134	Caust.v2_001134-RA	XP_026667493
Caust.v2_001135-RA	Caust.v2_001135	Caust.v2_001135-RA	NA
Caust.v2_001136-RA	Caust.v2_001136	Caust.v2_001136-RA	NA
Caust.v2_001137-RA	Caust.v2_001137	Caust.v2_001137-RA	XP_017876237
Caust.v2_001138-RA	Caust.v2_001138	Caust.v2_001138-RA	XP_026667492
Caust.v2_001139-RA	Caust.v2_001139	Caust.v2_001139-RA	XP_026667478
Caust.v2_001140-RA	Caust.v2_001140	Caust.v2_001140-RA	NA
Caust.v2_001141-RA	Caust.v2_001141	Caust.v2_001141-RA	NA
Caust.v2_001142-RA	Caust.v2_001142	Caust.v2_001142-RA	NA
Caust.v2_001143-RA	Caust.v2_001143	Caust.v2_001143-RA	XP_017876238
Caust.v2_001144-RA	Caust.v2_001144	Caust.v2_001144-RA	NA
Caust.v2_001145-RA	Caust.v2_001145	Caust.v2_001145-RA	XP_017876225
Caust.v2_001145-RB	Caust.v2_001145	Caust.v2_001145-RB	XP_017876227
Caust.v2_001145-RC	Caust.v2_001145	Caust.v2_001145-RC	XP_017876227
Caust.v2_001145-RD	Caust.v2_001145	Caust.v2_001145-RD	XP_017876227
Caust.v2_001146-RA	Caust.v2_001146	Caust.v2_001146-RA	NA
Caust.v2_001147-RA	Caust.v2_001147	Caust.v2_001147-RA	XP_026667486
Caust.v2_001147-RB	Caust.v2_001147	Caust.v2_001147-RB	XP_017888598
Caust.v2_001148-RA	Caust.v2_001148	Caust.v2_001148-RA	XP_017888598
Caust.v2_001149-RA	Caust.v2_001149	Caust.v2_001149-RA	NA
Caust.v2_001150-RA	Caust.v2_001150	Caust.v2_001150-RA	NA
Caust.v2_001151-RA	Caust.v2_001151	Caust.v2_001151-RA	NA
Caust.v2_001152-RA	Caust.v2_001152	Caust.v2_001152-RA	NA
Caust.v2_001153-RA	Caust.v2_001153	Caust.v2_001153-RA	XP_017875133
Caust.v2_001154-RA	Caust.v2_001154	Caust.v2_001154-RA	NA
Caust.v2_001155-RA	Caust.v2_001155	Caust.v2_001155-RA	XP_026666968
Caust.v2_001155-RB	Caust.v2_001155	Caust.v2_001155-RB	XP_026666968
Caust.v2_001156-RA	Caust.v2_001156	Caust.v2_001156-RA	NA
Caust.v2_001157-RA	Caust.v2_001157	Caust.v2_001157-RA	NA
Caust.v2_001158-RA	Caust.v2_001158	Caust.v2_001158-RA	XP_026666967
Caust.v2_001159-RA	Caust.v2_001159	Caust.v2_001159-RA	NA
Caust.v2_001160-RA	Caust.v2_001160	Caust.v2_001160-RA	NA
Caust.v2_001161-RA	Caust.v2_001161	Caust.v2_001161-RA	XP_017883771
Caust.v2_001161-RB	Caust.v2_001161	Caust.v2_001161-RB	NA
Caust.v2_001161-RC	Caust.v2_001161	Caust.v2_001161-RC	NA
Caust.v2_001161-RD	Caust.v2_001161	Caust.v2_001161-RD	XP_017879804
Caust.v2_001161-RE	Caust.v2_001161	Caust.v2_001161-RE	XP_026669179
Caust.v2_001161-RF	Caust.v2_001161	Caust.v2_001161-RF	XP_017879804
Caust.v2_001162-RA	Caust.v2_001162	Caust.v2_001162-RA	NA
Caust.v2_001163-RA	Caust.v2_001163	Caust.v2_001163-RA	NA
Caust.v2_001164-RA	Caust.v2_001164	Caust.v2_001164-RA	NA
Caust.v2_001165-RA	Caust.v2_001165	Caust.v2_001165-RA	NA
Caust.v2_001166-RA	Caust.v2_001166	Caust.v2_001166-RA	NA
Caust.v2_001167-RA	Caust.v2_001167	Caust.v2_001167-RA	XP_017879803
Caust.v2_001168-RA	Caust.v2_001168	Caust.v2_001168-RA	XP_026669181
Caust.v2_001169-RA	Caust.v2_001169	Caust.v2_001169-RA	XP_026672989
Caust.v2_001169-RB	Caust.v2_001169	Caust.v2_001169-RB	XP_026672989
Caust.v2_001170-RA	Caust.v2_001170	Caust.v2_001170-RA	XP_017887395
Caust.v2_001171-RA	Caust.v2_001171	Caust.v2_001171-RA	XP_017887396
Caust.v2_001172-RA	Caust.v2_001172	Caust.v2_001172-RA	XP_026672986
Caust.v2_001173-RA	Caust.v2_001173	Caust.v2_001173-RA	NA
Caust.v2_001174-RA	Caust.v2_001174	Caust.v2_001174-RA	NA
Caust.v2_001175-RA	Caust.v2_001175	Caust.v2_001175-RA	XP_026672988
Caust.v2_001176-RA	Caust.v2_001176	Caust.v2_001176-RA	XP_026672987
Caust.v2_001177-RA	Caust.v2_001177	Caust.v2_001177-RA	XP_017877321
Caust.v2_001178-RA	Caust.v2_001178	Caust.v2_001178-RA	NA
Caust.v2_001179-RA	Caust.v2_001179	Caust.v2_001179-RA	XP_017877322
Caust.v2_001179-RB	Caust.v2_001179	Caust.v2_001179-RB	XP_017877322
Caust.v2_001180-RA	Caust.v2_001180	Caust.v2_001180-RA	XP_026667996
Caust.v2_001181-RA	Caust.v2_001181	Caust.v2_001181-RA	NA
Caust.v2_001182-RA	Caust.v2_001182	Caust.v2_001182-RA	XP_017877319
Caust.v2_001183-RA	Caust.v2_001183	Caust.v2_001183-RA	XP_026667997
Caust.v2_001184-RA	Caust.v2_001184	Caust.v2_001184-RA	NA
Caust.v2_001185-RA	Caust.v2_001185	Caust.v2_001185-RA	XP_017877326
Caust.v2_001186-RA	Caust.v2_001186	Caust.v2_001186-RA	NA
Caust.v2_001187-RA	Caust.v2_001187	Caust.v2_001187-RA	XP_026667995
Caust.v2_001188-RA	Caust.v2_001188	Caust.v2_001188-RA	NA
Caust.v2_001189-RA	Caust.v2_001189	Caust.v2_001189-RA	NA
Caust.v2_001190-RA	Caust.v2_001190	Caust.v2_001190-RA	NA
Caust.v2_001191-RA	Caust.v2_001191	Caust.v2_001191-RA	XP_017877169
Caust.v2_001192-RA	Caust.v2_001192	Caust.v2_001192-RA	NA
Caust.v2_001193-RA	Caust.v2_001193	Caust.v2_001193-RA	NA
Caust.v2_001194-RA	Caust.v2_001194	Caust.v2_001194-RA	XP_017877173
Caust.v2_001195-RA	Caust.v2_001195	Caust.v2_001195-RA	XP_017877172
Caust.v2_001196-RA	Caust.v2_001196	Caust.v2_001196-RA	XP_017877177
Caust.v2_001196-RB	Caust.v2_001196	Caust.v2_001196-RB	XP_017877177
Caust.v2_001196-RC	Caust.v2_001196	Caust.v2_001196-RC	XP_017877177
Caust.v2_001196-RD	Caust.v2_001196	Caust.v2_001196-RD	XP_017877177
Caust.v2_001197-RA	Caust.v2_001197	Caust.v2_001197-RA	NA
Caust.v2_001198-RA	Caust.v2_001198	Caust.v2_001198-RA	NA
Caust.v2_001199-RA	Caust.v2_001199	Caust.v2_001199-RA	XP_017877170
Caust.v2_001200-RA	Caust.v2_001200	Caust.v2_001200-RA	XP_017877170
Caust.v2_001201-RA	Caust.v2_001201	Caust.v2_001201-RA	NA
Caust.v2_001202-RA	Caust.v2_001202	Caust.v2_001202-RA	NA
Caust.v2_001203-RA	Caust.v2_001203	Caust.v2_001203-RA	NA
Caust.v2_001204-RA	Caust.v2_001204	Caust.v2_001204-RA	XP_017877171
Caust.v2_001205-RA	Caust.v2_001205	Caust.v2_001205-RA	NA
Caust.v2_001206-RA	Caust.v2_001206	Caust.v2_001206-RA	NA
Caust.v2_001207-RA	Caust.v2_001207	Caust.v2_001207-RA	NA
Caust.v2_001208-RA	Caust.v2_001208	Caust.v2_001208-RA	NA
Caust.v2_001209-RA	Caust.v2_001209	Caust.v2_001209-RA	XP_026674505
Caust.v2_001210-RA	Caust.v2_001210	Caust.v2_001210-RA	NA
Caust.v2_001211-RA	Caust.v2_001211	Caust.v2_001211-RA	NA
Caust.v2_001212-RA	Caust.v2_001212	Caust.v2_001212-RA	XP_017890462
Caust.v2_001213-RA	Caust.v2_001213	Caust.v2_001213-RA	XP_017891006
Caust.v2_001213-RB	Caust.v2_001213	Caust.v2_001213-RB	XP_017891006
Caust.v2_001213-RC	Caust.v2_001213	Caust.v2_001213-RC	XP_017891006
Caust.v2_001213-RD	Caust.v2_001213	Caust.v2_001213-RD	XP_017891006
Caust.v2_001213-RE	Caust.v2_001213	Caust.v2_001213-RE	XP_017891006
Caust.v2_001214-RA	Caust.v2_001214	Caust.v2_001214-RA	NA
Caust.v2_001215-RA	Caust.v2_001215	Caust.v2_001215-RA	XP_026673300
Caust.v2_001216-RA	Caust.v2_001216	Caust.v2_001216-RA	NA
Caust.v2_001217-RA	Caust.v2_001217	Caust.v2_001217-RA	NA
Caust.v2_001218-RA	Caust.v2_001218	Caust.v2_001218-RA	XP_026674121
Caust.v2_001219-RA	Caust.v2_001219	Caust.v2_001219-RA	XP_026673299
Caust.v2_001220-RA	Caust.v2_001220	Caust.v2_001220-RA	XP_017888035
Caust.v2_001221-RA	Caust.v2_001221	Caust.v2_001221-RA	XP_017888036
Caust.v2_001222-RA	Caust.v2_001222	Caust.v2_001222-RA	XP_017888039
Caust.v2_001223-RA	Caust.v2_001223	Caust.v2_001223-RA	XP_017888040
Caust.v2_001224-RA	Caust.v2_001224	Caust.v2_001224-RA	XP_017888037
Caust.v2_001225-RA	Caust.v2_001225	Caust.v2_001225-RA	XP_026668677
Caust.v2_001226-RA	Caust.v2_001226	Caust.v2_001226-RA	NA
Caust.v2_001227-RA	Caust.v2_001227	Caust.v2_001227-RA	NA
Caust.v2_001228-RA	Caust.v2_001228	Caust.v2_001228-RA	XP_026668732
Caust.v2_001228-RB	Caust.v2_001228	Caust.v2_001228-RB	XP_026668732
Caust.v2_001228-RC	Caust.v2_001228	Caust.v2_001228-RC	XP_026668732
Caust.v2_001229-RA	Caust.v2_001229	Caust.v2_001229-RA	XP_017878784
Caust.v2_001230-RA	Caust.v2_001230	Caust.v2_001230-RA	XP_017878753
Caust.v2_001231-RA	Caust.v2_001231	Caust.v2_001231-RA	XP_017878804
Caust.v2_001232-RA	Caust.v2_001232	Caust.v2_001232-RA	XP_026668724
Caust.v2_001232-RB	Caust.v2_001232	Caust.v2_001232-RB	XP_026668724
Caust.v2_001232-RC	Caust.v2_001232	Caust.v2_001232-RC	XP_026668724
Caust.v2_001233-RA	Caust.v2_001233	Caust.v2_001233-RA	NA
Caust.v2_001234-RA	Caust.v2_001234	Caust.v2_001234-RA	XP_017879243
Caust.v2_001234-RB	Caust.v2_001234	Caust.v2_001234-RB	XP_017879243
Caust.v2_001234-RC	Caust.v2_001234	Caust.v2_001234-RC	XP_017879243
Caust.v2_001234-RD	Caust.v2_001234	Caust.v2_001234-RD	XP_017879243
Caust.v2_001234-RE	Caust.v2_001234	Caust.v2_001234-RE	XP_017879243
Caust.v2_001235-RA	Caust.v2_001235	Caust.v2_001235-RA	NA
Caust.v2_001236-RA	Caust.v2_001236	Caust.v2_001236-RA	NA
Caust.v2_001237-RA	Caust.v2_001237	Caust.v2_001237-RA	XP_017878696
Caust.v2_001238-RA	Caust.v2_001238	Caust.v2_001238-RA	XP_017878731
Caust.v2_001239-RA	Caust.v2_001239	Caust.v2_001239-RA	XP_017878845
Caust.v2_001240-RA	Caust.v2_001240	Caust.v2_001240-RA	XP_017878814
Caust.v2_001241-RA	Caust.v2_001241	Caust.v2_001241-RA	XP_026668869
Caust.v2_001242-RA	Caust.v2_001242	Caust.v2_001242-RA	XP_017878876
Caust.v2_001243-RA	Caust.v2_001243	Caust.v2_001243-RA	XP_017879127
Caust.v2_001244-RA	Caust.v2_001244	Caust.v2_001244-RA	XP_017879111
Caust.v2_001245-RA	Caust.v2_001245	Caust.v2_001245-RA	XP_026668583
Caust.v2_001246-RA	Caust.v2_001246	Caust.v2_001246-RA	XP_017878513
Caust.v2_001246-RB	Caust.v2_001246	Caust.v2_001246-RB	XP_017878513
Caust.v2_001246-RC	Caust.v2_001246	Caust.v2_001246-RC	XP_017878513
Caust.v2_001246-RD	Caust.v2_001246	Caust.v2_001246-RD	XP_017878513
Caust.v2_001246-RE	Caust.v2_001246	Caust.v2_001246-RE	XP_017878513
Caust.v2_001246-RF	Caust.v2_001246	Caust.v2_001246-RF	XP_017878513
Caust.v2_001246-RG	Caust.v2_001246	Caust.v2_001246-RG	XP_017878513
Caust.v2_001246-RH	Caust.v2_001246	Caust.v2_001246-RH	XP_017878513
Caust.v2_001246-RI	Caust.v2_001246	Caust.v2_001246-RI	XP_017878506
Caust.v2_001246-RJ	Caust.v2_001246	Caust.v2_001246-RJ	XP_017878506
Caust.v2_001247-RA	Caust.v2_001247	Caust.v2_001247-RA	XP_026670818
Caust.v2_001248-RA	Caust.v2_001248	Caust.v2_001248-RA	XP_026667530
Caust.v2_001248-RB	Caust.v2_001248	Caust.v2_001248-RB	XP_026667530
Caust.v2_001249-RA	Caust.v2_001249	Caust.v2_001249-RA	XP_017876050
Caust.v2_001250-RA	Caust.v2_001250	Caust.v2_001250-RA	XP_017886513
Caust.v2_001251-RA	Caust.v2_001251	Caust.v2_001251-RA	XP_026672570
Caust.v2_001252-RA	Caust.v2_001252	Caust.v2_001252-RA	NA
Caust.v2_001253-RA	Caust.v2_001253	Caust.v2_001253-RA	XP_026672569
Caust.v2_001254-RA	Caust.v2_001254	Caust.v2_001254-RA	NA
Caust.v2_001255-RA	Caust.v2_001255	Caust.v2_001255-RA	NA
Caust.v2_001256-RA	Caust.v2_001256	Caust.v2_001256-RA	NA
Caust.v2_001257-RA	Caust.v2_001257	Caust.v2_001257-RA	XP_017877594
Caust.v2_001257-RB	Caust.v2_001257	Caust.v2_001257-RB	XP_017877591
Caust.v2_001257-RC	Caust.v2_001257	Caust.v2_001257-RC	XP_017877591
Caust.v2_001257-RD	Caust.v2_001257	Caust.v2_001257-RD	XP_017877591
Caust.v2_001257-RE	Caust.v2_001257	Caust.v2_001257-RE	XP_017877591
Caust.v2_001258-RA	Caust.v2_001258	Caust.v2_001258-RA	XP_026668180
Caust.v2_001259-RA	Caust.v2_001259	Caust.v2_001259-RA	XP_017877593
Caust.v2_001259-RB	Caust.v2_001259	Caust.v2_001259-RB	XP_017877593
Caust.v2_001260-RA	Caust.v2_001260	Caust.v2_001260-RA	XP_026668182
Caust.v2_001261-RA	Caust.v2_001261	Caust.v2_001261-RA	XP_017877579
Caust.v2_001261-RB	Caust.v2_001261	Caust.v2_001261-RB	XP_017877579
Caust.v2_001261-RC	Caust.v2_001261	Caust.v2_001261-RC	XP_017877581
Caust.v2_001262-RA	Caust.v2_001262	Caust.v2_001262-RA	XP_017877580
Caust.v2_001263-RA	Caust.v2_001263	Caust.v2_001263-RA	XP_026668186
Caust.v2_001264-RA	Caust.v2_001264	Caust.v2_001264-RA	XP_026668187
Caust.v2_001265-RA	Caust.v2_001265	Caust.v2_001265-RA	XP_017877584
Caust.v2_001266-RA	Caust.v2_001266	Caust.v2_001266-RA	XP_017877603
Caust.v2_001266-RB	Caust.v2_001266	Caust.v2_001266-RB	XP_017877603
Caust.v2_001266-RC	Caust.v2_001266	Caust.v2_001266-RC	XP_017877603
Caust.v2_001267-RA	Caust.v2_001267	Caust.v2_001267-RA	NA
Caust.v2_001268-RA	Caust.v2_001268	Caust.v2_001268-RA	XP_017877619
Caust.v2_001269-RA	Caust.v2_001269	Caust.v2_001269-RA	XP_017887441
Caust.v2_001270-RA	Caust.v2_001270	Caust.v2_001270-RA	XP_026673041
Caust.v2_001271-RA	Caust.v2_001271	Caust.v2_001271-RA	XP_026672998
Caust.v2_001272-RA	Caust.v2_001272	Caust.v2_001272-RA	NA
Caust.v2_001273-RA	Caust.v2_001273	Caust.v2_001273-RA	XP_017887475
Caust.v2_001274-RA	Caust.v2_001274	Caust.v2_001274-RA	XP_017887477
Caust.v2_001275-RA	Caust.v2_001275	Caust.v2_001275-RA	NA
Caust.v2_001276-RA	Caust.v2_001276	Caust.v2_001276-RA	NA
Caust.v2_001277-RA	Caust.v2_001277	Caust.v2_001277-RA	XP_017887521
Caust.v2_001278-RA	Caust.v2_001278	Caust.v2_001278-RA	XP_017887466
Caust.v2_001279-RA	Caust.v2_001279	Caust.v2_001279-RA	XP_026673018
Caust.v2_001280-RA	Caust.v2_001280	Caust.v2_001280-RA	XP_017887517
Caust.v2_001281-RA	Caust.v2_001281	Caust.v2_001281-RA	XP_017887469
Caust.v2_001281-RB	Caust.v2_001281	Caust.v2_001281-RB	XP_026673006
Caust.v2_001281-RC	Caust.v2_001281	Caust.v2_001281-RC	XP_026673006
Caust.v2_001281-RD	Caust.v2_001281	Caust.v2_001281-RD	XP_026673006
Caust.v2_001281-RE	Caust.v2_001281	Caust.v2_001281-RE	XP_017887471
Caust.v2_001281-RF	Caust.v2_001281	Caust.v2_001281-RF	XP_017887471
Caust.v2_001282-RA	Caust.v2_001282	Caust.v2_001282-RA	XP_017887473
Caust.v2_001283-RA	Caust.v2_001283	Caust.v2_001283-RA	NA
Caust.v2_001284-RA	Caust.v2_001284	Caust.v2_001284-RA	NA
Caust.v2_001285-RA	Caust.v2_001285	Caust.v2_001285-RA	NA
Caust.v2_001286-RA	Caust.v2_001286	Caust.v2_001286-RA	NA
Caust.v2_001287-RA	Caust.v2_001287	Caust.v2_001287-RA	NA
Caust.v2_001288-RA	Caust.v2_001288	Caust.v2_001288-RA	XP_017887473
Caust.v2_001289-RA	Caust.v2_001289	Caust.v2_001289-RA	XP_026673014
Caust.v2_001289-RB	Caust.v2_001289	Caust.v2_001289-RB	XP_026673014
Caust.v2_001289-RC	Caust.v2_001289	Caust.v2_001289-RC	XP_026673014
Caust.v2_001289-RD	Caust.v2_001289	Caust.v2_001289-RD	XP_026673014
Caust.v2_001290-RA	Caust.v2_001290	Caust.v2_001290-RA	XP_026673031
Caust.v2_001291-RA	Caust.v2_001291	Caust.v2_001291-RA	NA
Caust.v2_001292-RA	Caust.v2_001292	Caust.v2_001292-RA	NA
Caust.v2_001293-RA	Caust.v2_001293	Caust.v2_001293-RA	XP_017887451
Caust.v2_001293-RB	Caust.v2_001293	Caust.v2_001293-RB	XP_017887452
Caust.v2_001294-RA	Caust.v2_001294	Caust.v2_001294-RA	XP_026673021
Caust.v2_001295-RA	Caust.v2_001295	Caust.v2_001295-RA	XP_017881611
Caust.v2_001296-RA	Caust.v2_001296	Caust.v2_001296-RA	NA
Caust.v2_001297-RA	Caust.v2_001297	Caust.v2_001297-RA	XP_017887498
Caust.v2_001298-RA	Caust.v2_001298	Caust.v2_001298-RA	XP_026673008
Caust.v2_001299-RA	Caust.v2_001299	Caust.v2_001299-RA	XP_017887496
Caust.v2_001300-RA	Caust.v2_001300	Caust.v2_001300-RA	XP_026668791
Caust.v2_001301-RA	Caust.v2_001301	Caust.v2_001301-RA	NA
Caust.v2_001302-RA	Caust.v2_001302	Caust.v2_001302-RA	XP_017882736
Caust.v2_001302-RB	Caust.v2_001302	Caust.v2_001302-RB	XP_017882736
Caust.v2_001302-RC	Caust.v2_001302	Caust.v2_001302-RC	XP_017882736
Caust.v2_001302-RD	Caust.v2_001302	Caust.v2_001302-RD	XP_017882736
Caust.v2_001303-RA	Caust.v2_001303	Caust.v2_001303-RA	XP_017879094
Caust.v2_001304-RA	Caust.v2_001304	Caust.v2_001304-RA	XP_017879091
Caust.v2_001305-RA	Caust.v2_001305	Caust.v2_001305-RA	XP_026668991
Caust.v2_001306-RA	Caust.v2_001306	Caust.v2_001306-RA	XP_017878964
Caust.v2_001307-RA	Caust.v2_001307	Caust.v2_001307-RA	XP_017878963
Caust.v2_001307-RB	Caust.v2_001307	Caust.v2_001307-RB	XP_017878963
Caust.v2_001307-RC	Caust.v2_001307	Caust.v2_001307-RC	XP_017878963
Caust.v2_001307-RD	Caust.v2_001307	Caust.v2_001307-RD	XP_017878963
Caust.v2_001307-RE	Caust.v2_001307	Caust.v2_001307-RE	XP_026668822
Caust.v2_001307-RF	Caust.v2_001307	Caust.v2_001307-RF	XP_017878963
Caust.v2_001307-RG	Caust.v2_001307	Caust.v2_001307-RG	XP_026668822
Caust.v2_001307-RH	Caust.v2_001307	Caust.v2_001307-RH	XP_026668822
Caust.v2_001307-RI	Caust.v2_001307	Caust.v2_001307-RI	XP_017878963
Caust.v2_001307-RJ	Caust.v2_001307	Caust.v2_001307-RJ	XP_017878963
Caust.v2_001307-RK	Caust.v2_001307	Caust.v2_001307-RK	XP_017878963
Caust.v2_001307-RL	Caust.v2_001307	Caust.v2_001307-RL	XP_026668822
Caust.v2_001307-RM	Caust.v2_001307	Caust.v2_001307-RM	XP_017878963
Caust.v2_001307-RN	Caust.v2_001307	Caust.v2_001307-RN	XP_026668815
Caust.v2_001307-RO	Caust.v2_001307	Caust.v2_001307-RO	XP_026668815
Caust.v2_001307-RP	Caust.v2_001307	Caust.v2_001307-RP	XP_026668815
Caust.v2_001308-RA	Caust.v2_001308	Caust.v2_001308-RA	NA
Caust.v2_001309-RA	Caust.v2_001309	Caust.v2_001309-RA	XP_017878972
Caust.v2_001310-RA	Caust.v2_001310	Caust.v2_001310-RA	XP_026668790
Caust.v2_001311-RA	Caust.v2_001311	Caust.v2_001311-RA	XP_026668790
Caust.v2_001312-RA	Caust.v2_001312	Caust.v2_001312-RA	XP_026668813
Caust.v2_001313-RA	Caust.v2_001313	Caust.v2_001313-RA	XP_017878976
Caust.v2_001314-RA	Caust.v2_001314	Caust.v2_001314-RA	XP_017878961
Caust.v2_001315-RA	Caust.v2_001315	Caust.v2_001315-RA	XP_017877598
Caust.v2_001316-RA	Caust.v2_001316	Caust.v2_001316-RA	XP_026668179
Caust.v2_001317-RA	Caust.v2_001317	Caust.v2_001317-RA	XP_026668176
Caust.v2_001318-RA	Caust.v2_001318	Caust.v2_001318-RA	NA
Caust.v2_001319-RA	Caust.v2_001319	Caust.v2_001319-RA	XP_017877597
Caust.v2_001320-RA	Caust.v2_001320	Caust.v2_001320-RA	XP_026668174
Caust.v2_001321-RA	Caust.v2_001321	Caust.v2_001321-RA	XP_026668174
Caust.v2_001322-RA	Caust.v2_001322	Caust.v2_001322-RA	XP_026668174
Caust.v2_001323-RA	Caust.v2_001323	Caust.v2_001323-RA	NA
Caust.v2_001324-RA	Caust.v2_001324	Caust.v2_001324-RA	NA
Caust.v2_001325-RA	Caust.v2_001325	Caust.v2_001325-RA	XP_017877575
Caust.v2_001326-RA	Caust.v2_001326	Caust.v2_001326-RA	XP_017877577
Caust.v2_001327-RA	Caust.v2_001327	Caust.v2_001327-RA	XP_017879985
Caust.v2_001328-RA	Caust.v2_001328	Caust.v2_001328-RA	NA
Caust.v2_001329-RA	Caust.v2_001329	Caust.v2_001329-RA	XP_017879988
Caust.v2_001330-RA	Caust.v2_001330	Caust.v2_001330-RA	NA
Caust.v2_001331-RA	Caust.v2_001331	Caust.v2_001331-RA	XP_017880014
Caust.v2_001332-RA	Caust.v2_001332	Caust.v2_001332-RA	XP_026669280
Caust.v2_001333-RA	Caust.v2_001333	Caust.v2_001333-RA	XP_017880012
Caust.v2_001334-RA	Caust.v2_001334	Caust.v2_001334-RA	XP_017879929
Caust.v2_001335-RA	Caust.v2_001335	Caust.v2_001335-RA	XP_017879933
Caust.v2_001336-RA	Caust.v2_001336	Caust.v2_001336-RA	XP_026669260
Caust.v2_001336-RB	Caust.v2_001336	Caust.v2_001336-RB	XP_017880008
Caust.v2_001337-RA	Caust.v2_001337	Caust.v2_001337-RA	XP_017880006
Caust.v2_001337-RB	Caust.v2_001337	Caust.v2_001337-RB	XP_017880006
Caust.v2_001337-RC	Caust.v2_001337	Caust.v2_001337-RC	XP_017880006
Caust.v2_001338-RA	Caust.v2_001338	Caust.v2_001338-RA	XP_017880003
Caust.v2_001339-RA	Caust.v2_001339	Caust.v2_001339-RA	XP_017880005
Caust.v2_001340-RA	Caust.v2_001340	Caust.v2_001340-RA	NA
Caust.v2_001340-RB	Caust.v2_001340	Caust.v2_001340-RB	NA
Caust.v2_001340-RC	Caust.v2_001340	Caust.v2_001340-RC	XP_017879977
Caust.v2_001341-RA	Caust.v2_001341	Caust.v2_001341-RA	XP_017879981
Caust.v2_001341-RB	Caust.v2_001341	Caust.v2_001341-RB	XP_017879981
Caust.v2_001342-RA	Caust.v2_001342	Caust.v2_001342-RA	XP_017879975
Caust.v2_001343-RA	Caust.v2_001343	Caust.v2_001343-RA	NA
Caust.v2_001344-RA	Caust.v2_001344	Caust.v2_001344-RA	XP_026669249
Caust.v2_001345-RA	Caust.v2_001345	Caust.v2_001345-RA	XP_017880020
Caust.v2_001346-RA	Caust.v2_001346	Caust.v2_001346-RA	XP_017879994
Caust.v2_001346-RB	Caust.v2_001346	Caust.v2_001346-RB	XP_017879994
Caust.v2_001346-RC	Caust.v2_001346	Caust.v2_001346-RC	XP_017879994
Caust.v2_001346-RD	Caust.v2_001346	Caust.v2_001346-RD	XP_017879994
Caust.v2_001346-RE	Caust.v2_001346	Caust.v2_001346-RE	XP_017879994
Caust.v2_001346-RF	Caust.v2_001346	Caust.v2_001346-RF	XP_017879994
Caust.v2_001347-RA	Caust.v2_001347	Caust.v2_001347-RA	XP_017880001
Caust.v2_001348-RA	Caust.v2_001348	Caust.v2_001348-RA	XP_026669246
