LOC106783577	XM_014746502.1
LOC106787284	XM_014749511.1
LOC106787285	XM_014749515.1
LOC106787286	XM_014749517.1
LOC106787287	XM_014749518.1
LOC106787288	XM_014749519.1
LOC106787289	XM_014749520.1
LOC106787290	XM_014749521.1
LOC106787291	XM_014749522.1
LOC106787292	XM_014749524.1
LOC106787293	XM_014749525.1
LOC106787294	XM_014749527.1
LOC106787295	XM_014749529.1
LOC106787296	XM_014749530.1
LOC106787297	XM_014749531.1
LOC106787298	XM_014749535.1
LOC106787299	XM_014749532.1
LOC106787300	XM_014749533.1
LOC106787301	XM_014749534.1
LOC106787302	XM_014749536.1
LOC106787303	XM_014749537.1
LOC106787304	XM_014749538.1
LOC106787305	XM_014749543.1
LOC106787306	XM_014749549.1
LOC106787307	XM_014749554.1
LOC106787308	XM_014749558.1
LOC106787309	XM_014749563.1
LOC106787310	XM_014749560.1
LOC106787311	XM_014749562.1
LOC106787312	XM_014749564.1
LOC106787313	XM_014749565.1
LOC106787314	XM_014749567.1
LOC106787315	XM_014749569.1
LOC106787316	XM_014749571.1
LOC106787317	XM_014749576.1
LOC106787318	XM_014749573.1
LOC106787319	XM_014749577.1
LOC106787320	XM_014749578.1
LOC106787321	XM_014749579.1
LOC106787322	XM_014749585.1
LOC106787323	XM_014749590.1
LOC106787324	XM_014749720.1
LOC106787325	XM_014749593.1
LOC106787326	XM_014749595.1
LOC106787327	XM_014749598.1
LOC106787328	XM_014749603.1
LOC106787329	XM_014749605.1
LOC106787330	XM_014749610.1
LOC106787331	XM_014749613.1
LOC106787332	XM_014749616.1
LOC106787333	XM_014749617.1
LOC106787334	XM_014749618.1
LOC106787335	XM_014749622.1
LOC106787336	XM_014749620.1
LOC106787337	XM_014749621.1
LOC106787338	XM_014749623.1
LOC106787339	XM_014749626.1
LOC106787340	XM_014749627.1
LOC106787341	XM_014749628.1
LOC106787342	XM_014749629.1
LOC106787343	XM_014749630.1
LOC106787344	XM_014749669.1
LOC106787345	XM_014749631.1
LOC106787346	XM_014749632.1
LOC106787347	XM_014749633.1
LOC106787348	XM_014749636.1
LOC106787349	XM_014749637.1
LOC106787350	XM_014749638.1
LOC106787351	XM_014749639.1
LOC106787352	XM_014749640.1
LOC106787353	XM_014749641.1
LOC106787354	XM_014749643.1
LOC106787355	XM_014749644.1
LOC106787356	XM_014749646.1
LOC106787357	XM_014749648.1
LOC106787358	XM_014749650.1
LOC106787359	XM_014749652.1
LOC106787360	XM_014749654.1
LOC106787361	XM_014749655.1
LOC106787362	XM_014749661.1
LOC106787363	XM_014749662.1
LOC106787364	XM_014749665.1
LOC106787365	XM_014749668.1
LOC106787366	XM_014749670.1
LOC106787367	XM_014749671.1
LOC106787368	XM_014749677.1
LOC106787369	XM_014749678.1
LOC106787370	XM_014749683.1
LOC106787371	XM_014749681.1
LOC106787372	XM_014749682.1
LOC106787373	XM_014749684.1
LOC106787374	XM_014749685.1
LOC106787375	XM_014749686.1
LOC106787376	XM_014749688.1
LOC106787377	XM_014749696.1
LOC106787378	XM_014749695.1
LOC106787379	XM_014749697.1
LOC106787380	XM_014749699.1
LOC106787381	XM_014749700.1
LOC106787382	XM_014749703.1
LOC106787383	XM_014749704.1
LOC106787384	XR_001381771.1
LOC106787385	XM_014749705.1
LOC106787386	XM_014749706.1
LOC106787387	XM_014749707.1
LOC106787388	XM_014749708.1
LOC106787389	XM_014749709.1
LOC106787390	XM_014749711.1
LOC106787391	XR_001381772.1
LOC106787392	XM_014749712.1
LOC106787393	XM_014749715.1
LOC106787394	XM_014749721.1
LOC106787395	XM_014749725.1
LOC106787396	XR_001381773.1
LOC106787397	XM_014749724.1
LOC106787398	XM_014749727.1
LOC106787399	XM_014749728.1
LOC106787400	XM_014749729.1
LOC106787401	XM_014749732.1
LOC106787402	XM_014749733.1
LOC106787403	XM_014749738.1
LOC106787404	XM_014749735.1
LOC106787405	XM_014749739.1
LOC106787406	XM_014749743.1
LOC106787407	XM_014749744.1
LOC106787408	XM_014749745.1
LOC106787409	XM_014749746.1
LOC106787410	XM_014749750.1
LOC106787411	XR_001381774.1
LOC106787412	XM_014749749.1
LOC106787413	XM_014749751.1
LOC106787414	XM_014749755.1
LOC106787415	XR_001381775.1
LOC106787416	XM_014749757.1
LOC106787417	XM_014749762.1
LOC106787418	XM_014749758.1
LOC106787419	XM_014749761.1
LOC106787420	XM_014749764.1
LOC106787421	XR_001381777.1
LOC106787422	XM_014749765.1
LOC106787423	XM_014749766.1
LOC106787424	XR_001381780.1
LOC106787425	XM_014749767.1
LOC106787426	XM_014749771.1
LOC106787427	XM_014749768.1
LOC106787428	XM_014749769.1
LOC106787429	XM_014749770.1
LOC106787430	XM_014749772.1
LOC106787431	XM_014749773.1
LOC106787432	XR_001381781.1
LOC106787433	XR_001381782.1
LOC106787434	XM_014749776.1
LOC106787435	XR_001381783.1
LOC106787436	XM_014749781.1
LOC106787437	XR_001381784.1
LOC106787438	XM_014749778.1
LOC106787439	XM_014749779.1
LOC106787440	XM_014749782.1
LOC106787441	XM_014749783.1
LOC106787442	XM_014749786.1
LOC106787443	XM_014749787.1
LOC106787444	XM_014749790.1
LOC106787445	XM_014749792.1
LOC106787446	XM_014749794.1
LOC106787447	XM_014749795.1
LOC106787448	XM_014749798.1
LOC106787449	XM_014749799.1
LOC106787450	XM_014749800.1
LOC106787451	XM_014749801.1
LOC106787452	XM_014749802.1
LOC106787453	XM_014749803.1
LOC106787454	XM_014749809.1
LOC106787455	XM_014749810.1
LOC106787456	XR_001381792.1
LOC106787457	XM_014749811.1
LOC106787458	XM_014749812.1
LOC106787459	XM_014749813.1
LOC106787460	XM_014749815.1
LOC106787461	XM_014749823.1
LOC106787462	XM_014749821.1
LOC106787463	XM_014749830.1
LOC106787464	XM_014749836.1
LOC106787465	XM_014749833.1
LOC106787466	XM_014749835.1
LOC106787467	XM_014749837.1
LOC106787468	XM_014749838.1
LOC106787469	XM_014749840.1
LOC106787470	XM_014749841.1
LOC106787471	XM_014749842.1
LOC106787472	XR_001381793.1
LOC106787473	XM_014749843.1
LOC106787474	XM_014749844.1
LOC106787475	XM_014749845.1
LOC106787476	XM_014749846.1
LOC106787477	XM_014749847.1
LOC106787478	XM_014749848.1
LOC106787479	XM_014749849.1
LOC106787480	XM_014749853.1
LOC106787481	XM_014749850.1
LOC106787482	XM_014749851.1
LOC106787483	XM_014749852.1
LOC106787484	XM_014749855.1
LOC106787485	XM_014749857.1
LOC106787486	XM_014749858.1
LOC106787487	XM_014749859.1
LOC106787488	XM_014749860.1
LOC106787489	XM_014749870.1
LOC106787490	XM_014749872.1
LOC106787491	XM_014749874.1
LOC106787492	XM_014749876.1
LOC106787493	XM_014749877.1
LOC106787494	XM_014749878.1
LOC106787495	XM_014749879.1
LOC106787496	XM_014749926.1
LOC106787497	XM_014749884.1
LOC106787498	XM_014749880.1
LOC106787499	XM_014749881.1
LOC106787500	XM_014749889.1
LOC106787501	XM_014749890.1
LOC106787502	XM_014749891.1
LOC106787503	XM_014749894.1
LOC106787504	XM_014749895.1
LOC106787505	XM_014749896.1
LOC106787506	XM_014749897.1
LOC106787507	XM_014749898.1
LOC106787508	XM_014749900.1
LOC106787509	XM_014749903.1
LOC106787510	XM_014749913.1
LOC106787511	XM_014749914.1
LOC106787512	XM_014749918.1
LOC106787513	XM_014749919.1
LOC106787514	XM_014749922.1
LOC106787515	XM_014749925.1
LOC106787516	XM_014750348.1
LOC106787517	XM_014749927.1
LOC106787518	XM_014749928.1
LOC106787519	XM_014749936.1
LOC106787520	XM_014749938.1
LOC106787521	XM_014749945.1
LOC106787522	XM_014749944.1
LOC106787523	XM_014749946.1
LOC106787524	XR_001381795.1
LOC106787525	XM_014749947.1
LOC106787526	XM_014749948.1
LOC106787527	XM_014749949.1
LOC106787528	XM_014749950.1
LOC106787529	XM_014749953.1
LOC106787530	XM_014749956.1
LOC106787531	XM_014749955.1
LOC106787532	XM_014749957.1
LOC106787533	XM_014749958.1
LOC106787534	XM_014749959.1
LOC106787535	XM_014749960.1
LOC106787536	XR_001381796.1
LOC106787537	XM_014749961.1
LOC106787538	XM_014749962.1
LOC106787539	XM_014749966.1
LOC106787540	XM_014749963.1
LOC106787541	XM_014749964.1
LOC106787542	XM_014749965.1
LOC106787543	XM_014749967.1
LOC106787544	XM_014749968.1
LOC106787545	XM_014749969.1
LOC106787546	XM_014749971.1
LOC106787547	XM_014749973.1
LOC106787548	XM_014749979.1
LOC106787549	XM_014749978.1
LOC106787550	XR_001381800.1
LOC106787551	XM_014749980.1
LOC106787552	XM_014749981.1
LOC106787553	XM_014749982.1
LOC106787554	XM_014749984.1
LOC106787555	XM_014749985.1
LOC106787556	XM_014749988.1
LOC106787557	XM_014749991.1
LOC106787558	XM_014749996.1
LOC106787559	XM_014749999.1
LOC106787560	XM_014749997.1
LOC106787561	XM_014749998.1
LOC106787562	XM_014750000.1
LOC106787563	XM_014750001.1
LOC106787564	XM_014750002.1
LOC106787565	XR_001381801.1
LOC106787566	XM_014750003.1
LOC106787567	XM_014750004.1
LOC106787568	XM_014750005.1
LOC106787569	XM_014750012.1
LOC106787570	XM_014750013.1
LOC106787571	XM_014750015.1
LOC106787572	XR_001381802.1
LOC106787573	XR_001381803.1
LOC106787574	XM_014750017.1
LOC106787575	XM_014750020.1
LOC106787576	XM_014750022.1
LOC106787577	XM_014750027.1
LOC106787578	XM_014750028.1
LOC106787579	XM_014750030.1
LOC106787580	XM_014750031.1
LOC106787581	XM_014750032.1
LOC106787582	XM_014750037.1
LOC106787583	XM_014750033.1
LOC106787584	XM_014750034.1
LOC106787585	XM_014750036.1
LOC106787586	XM_014750038.1
LOC106787587	XM_014750040.1
LOC106787588	XM_014750047.1
LOC106787589	XM_014750084.1
LOC106787590	XM_014750097.1
LOC106787591	XM_014750101.1
LOC106787592	XR_001381804.1
LOC106787593	XM_014750103.1
LOC106787594	XM_014750109.1
LOC106787595	XM_014750108.1
LOC106787596	XM_014750110.1
LOC106787597	XM_014750114.1
LOC106787598	XM_014750118.1
LOC106787599	XM_014750123.1
LOC106787600	XM_014750119.1
LOC106787601	XM_014750121.1
LOC106787602	XM_014750125.1
LOC106787603	XR_001381805.1
LOC106787604	XM_014750128.1
LOC106787605	XM_014750129.1
LOC106787606	XR_001381808.1
LOC106787607	XM_014750131.1
LOC106787608	XM_014750132.1
LOC106787609	XM_014750133.1
LOC106787610	XM_014750135.1
LOC106787611	XM_014750138.1
LOC106787612	XM_014750136.1
LOC106787613	XM_014750139.1
LOC106787614	XM_014750143.1
LOC106787615	XM_014750144.1
LOC106787616	XM_014750145.1
LOC106787617	XM_014750148.1
LOC106787618	XM_014750146.1
LOC106787619	XM_014750147.1
LOC106787620	XR_001381817.1
LOC106787621	XM_014750149.1
LOC106787622	XM_014750150.1
LOC106787623	XM_014750155.1
LOC106787624	XM_014750163.1
LOC106787625	XR_001381819.1
LOC106787626	XM_014750168.1
LOC106787627	XM_014750169.1
LOC106787628	XM_014750170.1
LOC106787629	XM_014750175.1
LOC106787630	XM_014750172.1
LOC106787631	XM_014750173.1
LOC106787632	XM_014750174.1
LOC106787633	XR_001381820.1
LOC106787634	XM_014750179.1
LOC106787635	XM_014750181.1
LOC106787636	XM_014750183.1
LOC106787637	XM_014750187.1
LOC106787638	XM_014750184.1
LOC106787639	XM_014750185.1
LOC106787640	XM_014750186.1
LOC106787641	XM_014750188.1
LOC106787642	XM_014750189.1
LOC106787643	XM_014750190.1
LOC106787644	XM_014750195.1
LOC106787645	XM_014750199.1
LOC106787646	XM_014750196.1
LOC106787647	XM_014750197.1
LOC106787648	XM_014750198.1
LOC106787649	XM_014750200.1
LOC106787650	XM_014750201.1
LOC106787651	XM_014750207.1
LOC106787652	XM_014750212.1
LOC106787653	XM_014750209.1
LOC106787654	XM_014750210.1
LOC106787655	XM_014750211.1
LOC106787656	XM_014750214.1
LOC106787657	XM_014750215.1
LOC106787658	XR_001381823.1
LOC106787659	XR_001381824.1
LOC106787660	XR_001381826.1
LOC106787661	XM_014750218.1
LOC106787662	XR_001381827.1
LOC106787663	XR_001381829.1
LOC106787664	XM_014750216.1
LOC106787665	XM_014750222.1
LOC106787666	XM_014750230.1
LOC106787667	XM_014750234.1
LOC106787668	XM_014750236.1
LOC106787669	XM_014750237.1
LOC106787670	XM_014750241.1
LOC106787671	XR_001381831.1
LOC106787672	XM_014750240.1
LOC106787673	XM_014750242.1
LOC106787674	XM_014750243.1
LOC106787675	XM_014750244.1
LOC106787676	XM_014750245.1
LOC106787677	XM_014750246.1
LOC106787678	XR_001381832.1
LOC106787679	XR_001381833.1
LOC106787680	XM_014750248.1
LOC106787681	XM_014750249.1
LOC106787682	XM_014750250.1
LOC106787683	XM_014750251.1
LOC106787684	XM_014750254.1
LOC106787685	XM_014750258.1
LOC106787686	XM_014750268.1
LOC106787687	XM_014750259.1
LOC106787688	XM_014750306.1
LOC106787689	XM_014750261.1
LOC106787690	XM_014750263.1
LOC106787691	XM_014750265.1
LOC106787692	XM_014750266.1
LOC106787693	XM_014750267.1
LOC106787694	XM_014750269.1
LOC106787695	XM_014750270.1
LOC106787696	XM_014750272.1
LOC106787697	XM_014750273.1
LOC106787698	XM_014750274.1
LOC106787699	XM_014750275.1
LOC106787700	XM_014750281.1
LOC106787701	XM_014750279.1
LOC106787702	XM_014750285.1
LOC106787703	XM_014750286.1
LOC106787704	XM_014750303.1
LOC106787705	XM_014750304.1
LOC106787706	XM_014750305.1
LOC106787707	XM_014750307.1
LOC106787708	XM_014750308.1
LOC106787709	XR_001381834.1
LOC106787710	XM_014750313.1
LOC106787711	XM_014750315.1
LOC106787712	XM_014750314.1
LOC106787713	XM_014750316.1
LOC106787714	XR_001381835.1
LOC106787715	XM_014750318.1
LOC106787716	XM_014750319.1
LOC106787717	XM_014750320.1
LOC106787718	XM_014750321.1
LOC106787719	XM_014750322.1
LOC106787720	XM_014750323.1
LOC106787721	XM_014750329.1
LOC106787722	XM_014750331.1
LOC106787723	XM_014750333.1
LOC106787724	XM_014750336.1
LOC106787725	XM_014750340.1
LOC106787726	XM_014750341.1
LOC106787727	XM_014750342.1
LOC106787728	XM_014750345.1
LOC106787729	XR_001381837.1
LOC106787730	XM_014750347.1
LOC106787731	XR_001381838.1
LOC106787732	XM_014750349.1
LOC106787733	XM_014750350.1
LOC106787734	XM_014750352.1
LOC106787735	XM_014750353.1
LOC106787736	XM_014750354.1
LOC106787737	XM_014750357.1
LOC106787738	XM_014750358.1
LOC106787739	XM_014750360.1
LOC106787740	XM_014750361.1
LOC106787741	XM_014750362.1
LOC106787742	XM_014750363.1
LOC106787743	XM_014750364.1
LOC106787744	XM_014750365.1
LOC106787745	XM_014750380.1
LOC106787746	XM_014750368.1
LOC106787747	XM_014750369.1
LOC106787748	XM_014750370.1
LOC106787749	XM_014750372.1
LOC106787750	XM_014750379.1
LOC106787751	XM_014750381.1
LOC106787752	XM_014750383.1
LOC106787753	XM_014750384.1
LOC106787754	XM_014750385.1
LOC106787755	XM_014750387.1
LOC106787756	XM_014750394.1
LOC106787757	XM_014750395.1
LOC106787758	XM_014750396.1
LOC106787759	XM_014750398.1
LOC106787760	XM_014750401.1
LOC106787761	XM_014750399.1
LOC106787762	XM_014750402.1
LOC106787763	XM_014750403.1
LOC106787764	XM_014750407.1
LOC106787765	XM_014750408.1
LOC106787766	XM_014750409.1
LOC106787767	XM_014750414.1
LOC106787768	XM_014750415.1
LOC106787769	XM_014750419.1
LOC106787770	XM_014750424.1
LOC106787771	XM_014750420.1
LOC106787772	XM_014750425.1
LOC106787773	XM_014750426.1
LOC106787774	XM_014750427.1
LOC106787775	XM_014750428.1
LOC106787776	XM_014750429.1
LOC106787777	XM_014750430.1
LOC106787778	XM_014750435.1
LOC106787779	XM_014750432.1
LOC106787780	XM_014750434.1
LOC106787781	XM_014750436.1
LOC106787782	XM_014750438.1
LOC106787783	XM_014750439.1
LOC106787784	XM_014750441.1
LOC106787785	XM_014750443.1
LOC106787786	XM_014750444.1
LOC106787787	XR_001381842.1
LOC106787788	XM_014750445.1
LOC106787789	XM_014750450.1
LOC106787790	XM_014750447.1
LOC106787791	XM_014750448.1
LOC106787792	XM_014750449.1
LOC106787793	XM_014750451.1
LOC106787794	XM_014750453.1
LOC106787795	XM_014750455.1
LOC106787796	XM_014750457.1
LOC106787797	XM_014750458.1
LOC106787798	XM_014750462.1
LOC106787799	XM_014750459.1
LOC106787800	XM_014750461.1
LOC106787801	XM_014750467.1
LOC106787802	XM_014750469.1
LOC106787803	XM_014750478.1
LOC106787804	XM_014750481.1
LOC106787805	XM_014750485.1
LOC106787806	XM_014750497.1
LOC106787807	XM_014750495.1
LOC106787808	XM_014750496.1
LOC106787809	XM_014750498.1
LOC106787810	XM_014750499.1
LOC106787811	XM_014750502.1
LOC106787812	XM_014750503.1
LOC106787813	XM_014750504.1
LOC106787814	XM_014750505.1
LOC106787815	XM_014750510.1
LOC106787816	XM_014750507.1
LOC106787817	XM_014750509.1
LOC106787818	XM_014750513.1
LOC106787819	XM_014750515.1
LOC106787820	XM_014750516.1
LOC106787821	XM_014750517.1
LOC106787822	XM_014750522.1
LOC106787823	XM_014750519.1
LOC106787824	XM_014750521.1
LOC106787825	XM_014750523.1
LOC106787826	XM_014750524.1
LOC106787827	XM_014750525.1
LOC106787828	XM_014750526.1
LOC106787829	XM_014750527.1
LOC106787830	XM_014750528.1
LOC106787831	XM_014750529.1
LOC106787832	XM_014750533.1
LOC106787833	XM_014750530.1
LOC106787834	XM_014750531.1
LOC106787835	XM_014750532.1
LOC106787836	XM_014750534.1
LOC106787837	XM_014750535.1
LOC106787838	XM_014750541.1
LOC106787839	XM_014750545.1
LOC106787840	XM_014750546.1
LOC106787841	XM_014750549.1
LOC106787842	XR_001381844.1
LOC106787843	XM_014750557.1
LOC106787844	XM_014750560.1
LOC106787845	XM_014750565.1
LOC106787846	XM_014750566.1
LOC106787847	XM_014750567.1
LOC106787848	XM_014750569.1
LOC106787849	XM_014750570.1
LOC106787850	XM_014750573.1
LOC106787851	XM_014750574.1
LOC106787852	XM_014750576.1
LOC106787853	XM_014750577.1
LOC106787854	XM_014750578.1
LOC106787855	XM_014750580.1
LOC106787856	XM_014750581.1
LOC106787857	XM_014750582.1
LOC106787858	XM_014750584.1
LOC106787859	XM_014750585.1
LOC106787860	XR_001381847.1
LOC106787861	XM_014750586.1
LOC106787862	XM_014750587.1
LOC106787863	XM_014750588.1
LOC106787864	XM_014750589.1
LOC106787865	XM_014750593.1
LOC106787866	XM_014750590.1
LOC106787867	XM_014750591.1
LOC106787868	XM_014750592.1
LOC106787869	XM_014750594.1
LOC106787870	XM_014750596.1
LOC106787871	XM_014750597.1
LOC106787872	XM_014750600.1
LOC106787873	XM_014750605.1
LOC106787874	XM_014750602.1
LOC106787875	XM_014750606.1
LOC106787876	XR_001381851.1
LOC106787877	XM_014750609.1
LOC106787878	XM_014750610.1
LOC106787879	XM_014750612.1
LOC106787880	XM_014750618.1
LOC106787881	XR_001381853.1
LOC106787882	XM_014750619.1
LOC106787883	XM_014750620.1
LOC106787884	XM_014750621.1
LOC106787885	XM_014750622.1
LOC106787886	XM_014750623.1
LOC106787887	XM_014750624.1
LOC106787888	XM_014750629.1
LOC106787889	XM_014750627.1
LOC106787890	XM_014750632.1
LOC106787891	XM_014750679.1
LOC106787892	XM_014750644.1
LOC106787893	XM_014750641.1
LOC106787894	XM_014750643.1
LOC106787895	XM_014750646.1
LOC106787896	XM_014750648.1
LOC106787897	XM_014750653.1
LOC106787898	XM_014750657.1
LOC106787899	XM_014750655.1
LOC106787900	XM_014750656.1
LOC106787901	XM_014750658.1
LOC106787902	XM_014750659.1
LOC106787903	XM_014750662.1
LOC106787904	XM_014750670.1
LOC106787905	XM_014750667.1
LOC106787906	XM_014750668.1
LOC106787907	XM_014750669.1
LOC106787908	XM_014750671.1
LOC106787909	XM_014750672.1
LOC106787910	XM_014750674.1
LOC106787911	XM_014750675.1
LOC106787912	XM_014750676.1
LOC106787913	XM_014750684.1
LOC106787914	XM_014750683.1
LOC106787915	XM_014750685.1
LOC106787916	XM_014750687.1
LOC106787917	XM_014750692.1
LOC106787918	XM_014750697.1
LOC106787919	XM_014750698.1
LOC106787920	XM_014750699.1
LOC106787921	XM_014750700.1
LOC106787922	XM_014750701.1
LOC106787923	XM_014750702.1
LOC106787924	XM_014750703.1
LOC106787925	XM_014750704.1
LOC106787926	XM_014750709.1
LOC106787927	XM_014750705.1
LOC106787928	XM_014750706.1
LOC106787929	XM_014750707.1
LOC106787930	XM_014750712.1
LOC106787931	XM_014750714.1
LOC106787932	XM_014750715.1
LOC106787933	XM_014750716.1
LOC106787934	XM_014750717.1
LOC106787935	XM_014750721.1
LOC106787936	XM_014750718.1
LOC106787937	XM_014750725.1
LOC106787938	XM_014750726.1
LOC106787939	XM_014750728.1
LOC106787940	XM_014750729.1
LOC106787941	XM_014750730.1
LOC106787942	XM_014750734.1
LOC106787943	XM_014750732.1
LOC106787944	XM_014750736.1
LOC106787945	XM_014750738.1
LOC106787946	XM_014750740.1
LOC106787947	XM_014750741.1
LOC106787948	XM_014750742.1
LOC106787949	XR_001381854.1
LOC106787950	XM_014750743.1
LOC106787951	XM_014750744.1
LOC106787952	XM_014750746.1
LOC106787953	XM_014750747.1
LOC106787954	XM_014750748.1
LOC106787955	XM_014750749.1
LOC106787956	XM_014750764.1
LOC106787957	XM_014750750.1
LOC106787958	XM_014750751.1
LOC106787959	XM_014750752.1
LOC106787960	XM_014750762.1
LOC106787961	XM_014750809.1
LOC106787962	XM_014750765.1
LOC106787963	XM_014750766.1
LOC106787964	XM_014750767.1
LOC106787965	XR_001381855.1
LOC106787966	XM_014750769.1
LOC106787967	XM_014750770.1
LOC106787968	XM_014750773.1
LOC106787969	XM_014750779.1
LOC106787970	XM_014750784.1
LOC106787971	XM_014750785.1
LOC106787972	XM_014750788.1
LOC106787973	XM_014750789.1
LOC106787974	XM_014750793.1
LOC106787975	XM_014750796.1
LOC106787976	XM_014750797.1
LOC106787977	XM_014750798.1
LOC106787978	XM_014750802.1
LOC106787979	XM_014750803.1
LOC106787980	XM_014750806.1
LOC106787981	XM_014750807.1
LOC106787982	XM_014750815.1
LOC106787983	XM_014750817.1
LOC106787984	XM_014750818.1
LOC106787985	XM_014750822.1
LOC106787986	XM_014750827.1
LOC106787987	XM_014750833.1
LOC106787988	XM_014750832.1
LOC106787989	XM_014750834.1
LOC106787990	XM_014750837.1
LOC106787991	XM_014750839.1
LOC106787992	XM_014750841.1
LOC106787993	XM_014750845.1
LOC106787994	XM_014750848.1
LOC106787995	XM_014750850.1
LOC106787996	XM_014750853.1
LOC106787997	XM_014750855.1
LOC106787998	XM_014750856.1
LOC106787999	XM_014750858.1
LOC106788000	XM_014750859.1
LOC106788001	XM_014750863.1
LOC106788002	XM_014750864.1
LOC106788003	XM_014750866.1
LOC106788004	XM_014750872.1
LOC106788005	XM_014750873.1
LOC106788006	XM_014750874.1
LOC106788007	XM_014750877.1
LOC106788008	XM_014750879.1
LOC106788009	XM_014750880.1
LOC106788010	XM_014750881.1
LOC106788011	XM_014750884.1
LOC106788012	XM_014750885.1
LOC106788013	XM_014750889.1
LOC106788014	XM_014750886.1
LOC106788015	XM_014750887.1
LOC106788016	XM_014750888.1
LOC106788017	XM_014750891.1
