Orthogroup	Acep	Amel	Bter	Caus	Hlab	Pcan	Sinv	Vcra
OG0000547	XM_012203830.1	XM_016916682.2	XM_020863890.2	Caust.v2_006850-RA, Caust.v2_006851-RA, Caust.v2_006852-RA	XM_017942436.1	XM_014749969.1	XM_026137806.2	XM_046973522.1
OG0000548	XM_012203865.1						XM_011159969.3, XM_011174509.3, XM_011174510.3, XM_011174511.3, XM_011174512.3, XM_011174517.3, XM_039450955.1, XM_039451363.1, XM_039451618.1	
OG0000549	XM_012204000.1	XM_006570837.3	XM_020865329.2		XM_017939063.1	XM_014756368.1, XM_014756373.1	XM_011157567.3, XM_011157568.3	XM_046979200.1, XM_046979215.1
OG0000550	XM_012204010.1	XM_001120244.5, XM_623196.5	XM_003394033.3, XM_048410972.1	Caust.v2_013537-RA	XM_017941380.1	XM_014754509.1	XM_011164210.3	XM_046974316.1
OG0000551	XM_012204044.1	XM_016913511.2	XM_012311348.3	Caust.v2_009706-RA, Caust.v2_015586-RA, Caust.v2_018169-RA	XM_017932143.1	XM_014756953.1	XM_026131715.2	XM_046979657.1
OG0000552	XM_012204104.1, XM_012204105.1	XM_623837.5	XM_003402047.4	Caust.v2_002260-RA	XM_017933102.1	XM_014742667.1	XM_011166992.3, XM_011166993.3	XM_046969331.1
OG0000553	XM_012204196.1	XM_026441092.1	XM_048405959.1, XR_007224131.1	Caust.v2_004476-RA, Caust.v2_004477-RA	XM_017939611.1	XM_014754365.1	XM_039446892.1	XM_046978596.1
OG0000554	XM_012204253.1, XM_012206601.1	XM_016914349.2	XM_048409353.1	Caust.v2_006155-RA, Caust.v2_019990-RA	XM_017934111.1	XM_014748561.1	XM_026130186.2	XM_046964957.1
OG0000555	XM_012204269.1, XM_012204270.1	XM_016917337.2	XM_048407402.1	Caust.v2_016867-RA	XM_017932287.1	XM_014754167.1	XM_011161917.3, XM_039453955.1	XM_046981438.1
OG0000556	XM_012204404.1	NR_039452.1, XM_026444573.1	XM_012310981.2, XM_012311826.3	Caust.v2_010067-RA	XM_017934725.1	XM_014759540.1	XM_011170386.3	XM_046969304.1
OG0000557	XM_012204435.1	XM_016911425.2, XR_001702542.2	XM_003394490.3, XR_007223451.1	Caust.v2_000285-RA	XM_017932558.1	XM_014742277.1	XM_011170444.3	XM_046958504.1
OG0000558	XM_012204447.1	XM_395034.7, XM_395035.7	XM_048414640.1	Caust.v2_006345-RA	XM_017933986.1	XM_014747480.1	XM_026132431.2	XM_046974481.1, XM_046974488.1
OG0000559	XM_012204512.1	XM_026439304.1	XM_003393999.3, XR_002308277.2	Caust.v2_004292-RA, Caust.v2_004295-RA	XM_017938939.1	XM_014746910.1	XM_039447121.1	XM_046970880.1
OG0000560	XM_012204521.1	XM_006564704.3	XM_003394006.4	Caust.v2_004306-RA, Caust.v2_004313-RA	XM_017932245.1	XM_014746849.1	XM_026134881.2, XR_005574634.1	XM_046969915.1
OG0000561	XM_012204683.1	XM_392812.7	XM_003400707.4, XM_048411839.1, XR_007226280.1	Caust.v2_010569-RB	XM_017942253.1	XM_014761375.1	XM_011163858.3	XM_046982538.1
OG0000562	XM_012204705.1	XM_016916019.2	XM_003400526.4	Caust.v2_009661-RA, Caust.v2_017180-RA	XM_017943204.1	XM_014747808.1	XM_039446383.1	XM_046957473.1, XR_006941728.1
OG0000563	XM_012204713.1	XM_006558680.3	XM_048405206.1	Caust.v2_007912-RA, Caust.v2_007913-RA	XM_017940690.1	XM_014757155.1	XM_026131124.2, XM_039458424.1	XM_046980864.1
OG0000564	XM_012204739.1	XM_026440116.1, XM_026440117.1	XM_012308250.3, XM_048404826.1	Caust.v2_014248-RA, Caust.v2_019745-RA	XM_017941479.1, XM_017941482.1		XM_039457135.1	
OG0000565	XM_012204747.1	XM_026439870.1	XM_003394192.4	Caust.v2_016393-RA, Caust.v2_018465-RA	XM_017933129.1	XM_014751347.1, XM_014751359.1	XM_026134160.2	XM_046979037.1
OG0000566	XM_012204777.1	XM_026439658.1, XR_003304355.1, XR_003304356.1	XM_048404297.1	Caust.v2_000192-RA	XM_017932597.1	XM_014747277.1	XM_039456509.1	XM_046974342.1
OG0000567	XM_012204808.1	XM_006564617.3	XM_012317849.3	Caust.v2_013460-RA, Caust.v2_017659-RA, Caust.v2_022166-RA	XM_017932011.1	XM_014751645.1	XM_039447345.1	XM_046976277.1
OG0000568	XM_012204814.1	XM_026445892.1	XM_020865756.2	Caust.v2_008625-RA, Caust.v2_008626-RA, Caust.v2_008627-RA	XM_017932139.1, XM_017932166.1	XM_014757125.1	XM_026133206.2	
OG0000569	XM_012204948.1, XM_012206654.1	XM_016916252.2	XM_048412106.1	Caust.v2_004887-RA	XM_017932507.1	XM_014748340.1, XM_014748450.1	XM_026135039.2	XM_046982338.1
OG0000570	XM_012204956.1	NM_001185079.1, NM_001185086.1	XM_003399491.4	Caust.v2_011891-RB	XM_017939324.1	XM_014748254.1	XM_011157415.3, XM_011157418.3	XM_046962641.1
OG0000571	XM_012204975.1	XM_393344.7	XM_003399927.4, XM_012314733.3	Caust.v2_009715-RA	XM_017942980.1	XM_014748608.1	XM_011159194.3	XM_046981015.1, XM_046981016.1
OG0000572	XM_012204991.1	XM_006565801.3	XM_003400485.4	Caust.v2_007642-RA, Caust.v2_008142-RA, Caust.v2_015668-RA	XM_017943178.1	XM_014742310.1	XM_039450739.1	XM_046957751.1
OG0000573	XM_012205005.1	NM_001011624.1	XM_020865420.2	Caust.v2_004834-RA, Caust.v2_004836-RA	XM_017937968.1, XM_017941530.1	XM_014753530.1	XM_039456765.1	XM_046969385.1
OG0000574	XM_012205078.1	XM_026438915.1	XM_048413839.1	Caust.v2_001386-RA, Caust.v2_001387-RA	XM_017937208.1, XM_017937209.1	XM_014751925.1	XM_026130488.2	XM_046980171.1
OG0000575	XM_012205110.1	XM_006567180.3	XM_048405414.1	Caust.v2_010863-RA	XM_017942743.1	XM_014754571.1	XM_011175175.3, XM_011175176.3, XR_003268345.2	XM_046963917.1
OG0000576	XM_012205145.1	XM_006565258.3	XM_012315058.3	Caust.v2_006451-RA, Caust.v2_006452-RA	XM_017932086.1	XM_014747947.1	XM_011173546.3, XM_039459589.1	XM_046973512.1
OG0000577	XM_012205188.1	XM_623772.6	XM_003399775.4	Caust.v2_006450-RA, Caust.v2_006453-RA	XM_017932085.1	XM_014747943.1	XM_026140193.2, XM_039459590.1	XM_046973508.1
OG0000578	XM_012205194.1	XM_393586.7	XM_003395592.4	Caust.v2_007466-RA	XM_017936720.1	XM_014742790.1, XR_001381362.1	XM_011161852.3	XM_046972070.1, XR_006943112.1
OG0000579	XM_012205196.1	XM_016916012.2	XM_012316134.3	Caust.v2_016549-RA, Caust.v2_016556-RA	XM_017943106.1	XM_014747812.1	XM_026135454.2	XM_046958173.1, XM_046958178.1
OG0000580	XM_012205232.1	XM_001121958.5	XM_020865923.2	Caust.v2_015421-RA, Caust.v2_015422-RA, Caust.v2_015423-RA	XM_017935890.1	XM_014759962.1	XM_011177089.3	XM_046961435.1
OG0000581	XM_012205245.1	XM_016916266.2	XM_048412082.1	Caust.v2_004099-RA, Caust.v2_004103-RA	XM_017932548.1	XM_014761247.1, XM_014761248.1	XM_026135436.2	XM_046957238.1
OG0000582	XM_012205293.1	XM_026444169.1	XM_012314977.3, XM_012314982.3	Caust.v2_009548-RC	XM_017939332.1	XM_014759761.1	XM_026133021.2	XM_046964430.1, XM_046964549.1
OG0000583	XM_012205334.1	XM_026443982.1	XM_048410567.1	Caust.v2_002580-RA, Caust.v2_002586-RA	XM_017931936.1	XM_014749250.1	XM_011170918.2, XM_039451175.1	XM_046980615.1
OG0000584	XM_012205360.1	XM_395784.7	XM_003403012.4, XM_020868096.2	Caust.v2_001642-RA	XM_017935666.1	XM_014751408.1	XM_011162226.3	XM_046972548.1, XM_046972552.1
OG0000585	XM_012205375.1	XM_396322.7	XM_048409739.1	Caust.v2_009125-RA	XM_017934334.1	XM_014746417.1, XM_014746419.1, XM_014746421.1	XM_011162265.3	XM_046962450.1
OG0000586	XM_012205385.1	XM_026445573.1	XM_012317835.3	Caust.v2_009890-RA, Caust.v2_009891-RA, Caust.v2_019561-RA	XM_017940365.1	XM_014751405.1	XM_039448241.1	XM_046972457.1
OG0000587	XM_012205391.1	XM_623979.6, XR_001704525.2	XM_012312358.3	Caust.v2_009117-RA, Caust.v2_009120-RA	XM_017934346.1	XM_014746473.1	XM_039447780.1	XM_046962452.1
OG0000588	XM_012205474.1	XM_026446114.1, XR_003306513.1	XM_048407104.1, XM_048407310.1	Caust.v2_013828-RA	XM_017943911.1	XM_014751056.1	XM_039447352.1	XM_046970843.1
OG0000589	XM_012205476.1	XM_006570752.3	XM_012308466.3	Caust.v2_013830-RA	XM_017943918.1	XM_014751067.1, XM_014751098.1	XM_011164525.3	XM_046970847.1, XM_046970853.1
OG0000590	XM_012205488.1	XM_026441513.1	XM_003396068.4	Caust.v2_005944-RA	XM_017942128.1	XM_014750306.1, XM_014752046.1	XM_026130326.2	XM_046971719.1, XM_046976568.1
OG0000591	XM_012205501.1	XM_006570737.3	XM_048407177.1	Caust.v2_010233-RA, Caust.v2_013831-RA	XM_017943585.1	XM_014745212.1	XM_039447373.1	XM_046969448.1, XM_046969460.1
OG0000592	XM_012205504.1, XM_012206725.1	XM_006563239.3, XR_409626.3	XM_048406293.1	Caust.v2_014420-RA	XM_017942318.1	XM_014747968.1	XM_039451990.1	XM_046963333.1
OG0000593	XM_012205506.1, XM_012206678.1	XM_026443939.1	XM_048410555.1	Caust.v2_000791-RA	XM_017937925.1	XM_014744553.1	XM_026130362.2, XM_039451564.1	XM_046962478.1
OG0000594	XM_012205529.1	XM_006558968.3, XR_001704893.2	XM_012310406.3	Caust.v2_006912-RA	XM_017939685.1	XM_014753203.1, XM_014753205.1	XM_011170093.3	XM_046961823.1
OG0000595	XM_012205580.1	XM_016915085.2	XM_003398903.4	Caust.v2_000820-RA, Caust.v2_000821-RA, Caust.v2_000822-RA	XM_017934774.1	XM_014749403.1	XM_026139177.2	XM_046967411.1
OG0000596	XM_012205593.1	XM_016916152.2, XM_394040.7	XM_020866457.2, XM_020866459.2	Caust.v2_006827-RA	XM_017943268.1	XM_014742936.1	XM_011158184.3	XM_046971110.1
OG0000597	XM_012205620.1	XM_026443304.1	XM_020868264.2, XM_048414271.1	Caust.v2_014145-RA	XM_017939952.1	XM_014743786.1	XM_039448758.1, XR_005574984.1	XM_046981907.1
OG0000598	XM_012205717.1	XM_003249619.4, XM_026442847.1	XM_003397930.4	Caust.v2_006969-RC, Caust.v2_006971-RA	XM_017934091.1	XM_014754746.1	XM_039447819.1	XM_046981221.1
OG0000599	XM_012205780.1	XM_016914161.2	XM_003397991.4	Caust.v2_005427-RC	XM_017941869.1	XM_014752200.1, XR_001381931.1	XM_011172670.3	XM_046977518.1, XR_006943814.1
OG0000600	XM_012205875.1	XM_006564986.3, XR_003306161.1	XM_003398690.4	Caust.v2_010579-RA, Caust.v2_020844-RA	XM_017943010.1	XM_014753552.1	XM_039449365.1	XM_046959278.1
OG0000601	XM_012205892.1	XM_623068.6	XM_003395643.4, XM_048408507.1	Caust.v2_004343-RA	XM_017935272.1	XM_014757873.1	XM_026139303.2, XM_039446505.1	XM_046980915.1
OG0000602	XM_012205911.1	XM_026439997.1	XM_048405124.1, XR_007223810.1	Caust.v2_010864-RA, Caust.v2_021085-RA	XM_017941773.1	XM_014755930.1	XM_026139151.2	XM_046981704.1
OG0000603	XM_012206002.1	XM_026439850.1	XM_012320738.3	Caust.v2_002742-RA	XM_017933996.1	XM_014748786.1	XM_011169709.3, XR_003269455.2, XR_005576238.1	XM_046975755.1
OG0000604	XM_012206010.1	XM_396527.7	XM_048406467.1	Caust.v2_007420-RA, Caust.v2_007426-RA	XM_017932232.1, XM_017938243.1	XM_014751570.1	XM_039452107.1	XM_046958166.1
OG0000605	XM_012206024.1	XM_016912726.2	XM_003395847.4	Caust.v2_015435-RA	XM_017940626.1	XM_014754369.1, XM_014754381.1	XM_039452137.1	XM_046978228.1, XM_046978238.1
OG0000606	XM_012206150.1, XM_012206170.1	XM_016913479.2	XM_048408056.1	Caust.v2_007197-RA	XM_017938198.1	XM_014744543.1	XM_026135136.2, XM_026135150.2	XM_046963435.1
OG0000607	XM_012206184.1	XM_016914454.2	XM_048409745.1, XR_007225601.1	Caust.v2_009139-RA, Caust.v2_009141-RA	XM_017939903.1	XM_014746406.1	XM_011162285.3	XM_046963548.1
OG0000608	XM_012206187.1	XM_016914378.2, XR_003305466.1	XM_012313015.3	Caust.v2_009160-RA, Caust.v2_018203-RA	XM_017936103.1	XM_014746430.1	XM_026132696.2	XM_046963392.1
OG0000609	XM_012206263.1	XM_026445332.1	XM_012317400.3, XM_012317403.3	Caust.v2_002407-RC	XM_017939275.1	XM_014743671.1	XM_011168985.3, XM_039448814.1	XM_046966016.1
OG0000610	XM_012206264.1	XM_001120353.5	XM_003402472.4	Caust.v2_015095-RB, Caust.v2_018898-RB, Caust.v2_020787-RA	XM_017940413.1	XM_014748904.1	XM_011169499.3	XM_046979809.1
OG0000611	XM_012206279.1	XM_016917991.2, XM_396056.7	XM_020863216.2	Caust.v2_008095-RE, Caust.v2_022667-RA	XM_017943576.1	XM_014745096.1	XM_026135696.2	XM_046965689.1
OG0000612	XM_012206285.1	XM_003251455.4	XM_003396322.4	Caust.v2_012764-RA, Caust.v2_012765-RA	XM_017936752.1, XM_017936763.1	XM_014754101.1	XM_011170237.3	XM_046981296.1
OG0000613	XM_012206293.1	XM_392567.7	XM_003393527.4	Caust.v2_008477-RA, Caust.v2_008779-RA	XM_017939327.1	XM_014754355.1	XM_026139399.2, XM_039446359.1	XM_046978592.1
OG0000614	XM_012206318.1	XM_006562746.3	XM_020866101.2	Caust.v2_002021-RA	XM_017934398.1	XM_014745858.1, XM_014745927.1	XM_039455180.1	XM_046976892.1, XM_046976904.1
OG0000615	XM_012206360.1	XM_026446483.1, XR_411276.3	XM_003402637.4, XR_007226773.1	Caust.v2_005812-RB	XM_017941015.1	XM_014759111.1	XM_039446703.1	XM_046968243.1
OG0000616	XM_012206386.1, XM_012206396.1	XM_006568027.3	XM_048413298.1, XR_007226802.1	Caust.v2_017942-RA	XM_017944067.1	XM_014743622.1	XM_026140875.2	XM_046976998.1
OG0000617	XM_012206443.1	XM_392405.7	XM_003402929.4	Caust.v2_014158-RA, Caust.v2_019814-RA, Caust.v2_022145-RA	XM_017933706.1	XM_014757431.1	XM_026133128.2	XM_046977925.1
OG0000618	XM_012206460.1	XM_001121920.5, XM_623524.6	XM_003395771.4, XM_003395773.4	Caust.v2_019642-RA	XM_017935193.1	XM_014750715.1	XM_011169491.3	XM_046973588.1
OG0000619	XM_012206477.1	XM_026445513.1	XM_003399390.4, XR_007225858.1	Caust.v2_007889-RB	XM_017937342.1	XM_014745705.1	XM_026139850.2, XM_039454869.1	XM_046973474.1
OG0000620	XM_012206745.1	XM_392780.7	XM_012310542.2	Caust.v2_008130-RB, Caust.v2_018348-RA, Caust.v2_018349-RA	XM_017932740.1	XM_014756491.1	XM_011162146.3	XM_046981305.1
OG0000621	XM_012206746.1, XM_012207459.1	XM_026440252.1	XM_020862912.2	Caust.v2_004417-RA	XM_017941759.1	XM_014745922.1	XM_011165361.3	XM_046976613.1, XR_006943719.1
OG0000622	XM_012206790.1	NM_001011595.1	XM_048412404.1, XR_007224201.1	Caust.v2_004703-RA, Caust.v2_004707-RA	XM_017941147.1	XM_014752529.1	XM_026131505.2	XM_046967632.1
OG0000623	XM_012206832.1, XM_012207414.1	XM_026440024.1	XM_012307951.3, XR_007223620.1	Caust.v2_005755-RA	XM_017941774.1	XM_014743522.1	XM_011175125.3	XM_046956849.1
OG0000624	XM_012206849.1	XM_006568309.3	XM_048407752.1	Caust.v2_003559-RA, Caust.v2_016846-RA	XM_017940128.1	XM_014746598.1	XM_011169338.3, XM_026136264.2	XM_046978153.1
OG0000625	XM_012206858.1, XM_012207059.1	XM_016910928.2	XM_048410162.1	Caust.v2_010266-RA	XM_017932189.1	XM_014743974.1, XM_014751523.1	XM_039445986.1	XM_046960484.1
OG0000626	XM_012206889.1	XM_006557500.3	XM_020863324.2	Caust.v2_010945-RA, Caust.v2_010946-RA, Caust.v2_010947-RA	XM_017939722.1	XM_014743189.1	XM_039446005.1	XM_046963634.1
OG0000627	XM_012206907.1	XM_624497.5	XM_012309589.3	Caust.v2_011637-RA, Caust.v2_011648-RA, Caust.v2_014427-RA	XM_017942802.1	XM_014757109.1	XM_011168467.3	XM_046975642.1
OG0000628	XM_012206920.1	XM_006559899.1	XM_003402901.4	Caust.v2_015645-RA, Caust.v2_015647-RA, Caust.v2_015648-RA	XM_017942098.1	XM_014749870.1	XM_011168500.3	XM_046967174.1
OG0000629	XM_012206931.1	XM_006565376.3, XM_006565386.3	XM_003395991.4	Caust.v2_011999-RA	XM_017942089.1	XM_014748706.1, XR_001381704.1	XM_026130126.2	XM_046967068.1
OG0000630	XM_012206933.1	NM_001011585.1	XM_020866836.2	Caust.v2_004717-RB	XM_017941111.1	XM_014745625.1	XM_011167118.3, XM_026140069.2, XM_039458407.1	XM_046972718.1
OG0000631	XM_012206934.1	XM_394646.7	XM_003395995.4	Caust.v2_016716-RA	XM_017933664.1	XM_014748723.1, XM_014748725.1	XM_011168514.3	XM_046967491.1, XM_046967493.1
OG0000632	XM_012206976.1	XM_392065.7	XM_003401033.4	Caust.v2_009302-RA	XM_017941129.1	XM_014749769.1, XM_014749801.1	XM_011176104.3	XM_046976017.1, XM_046976455.1
OG0000633	XM_012207073.1	XM_392426.6	XM_012309543.3	Caust.v2_017397-RA, Caust.v2_017398-RA, Caust.v2_019128-RA	XM_017941283.1	XM_014743145.1	XM_011168435.3	XM_046962712.1
OG0000634	XM_012207122.1	XM_006569901.3	XM_003394437.4	Caust.v2_018617-RA, Caust.v2_021072-RA	XM_017940492.1, XM_017941249.1	XM_014759322.1	XM_011175330.3	XM_046980134.1
OG0000635	XM_012207157.1	XM_026440017.1	XM_048405030.1	Caust.v2_005775-RF, Caust.v2_019698-RA	XM_017942567.1	XM_014746676.1, XR_001381578.1	XM_026131835.2	XM_046983019.1
OG0000636	XM_012207158.1, XM_012207407.1	XM_006560596.3	XM_003394708.4	Caust.v2_004392-RA	XM_017941610.1	XM_014757529.1	XM_011175043.3, XM_011175045.3	XM_046979928.1
OG0000637	XM_012207193.1	XM_006565432.3	XM_003394988.4	Caust.v2_014122-RA, Caust.v2_014133-RA	XM_017938302.1, XM_017938321.1	XM_014754222.1	XM_011175361.3	XM_046981944.1
OG0000638	XM_012207195.1	XM_392334.7, XR_001702777.2	XM_048404896.1	Caust.v2_011743-RA, Caust.v2_016136-RA	XM_017942140.1	XM_014750097.1	XM_011175365.3	XM_046961757.1
OG0000639	XM_012207252.1	XM_026440351.1	XM_048404802.1	Caust.v2_012961-RA, Caust.v2_012962-RA, Caust.v2_019148-RA	XM_017941315.1	XM_014742658.1	XM_026132629.2	XM_046968313.1
OG0000640	XM_012207303.1	XM_394314.7	XM_003402607.4	Caust.v2_005743-RA, Caust.v2_005791-RA, Caust.v2_021299-RA	XM_017932901.1	XM_014752590.1	XM_011160359.3	XM_046971310.1
OG0000641	XM_012207334.1	XM_394455.7	XM_003402380.4	Caust.v2_012972-RA	XM_017942585.1	XM_014754641.1	XM_011177063.3, XM_011177065.3	XM_046971152.1, XM_046971884.1
OG0000642	XM_012207345.1	XM_026442024.1	XM_003397255.4	Caust.v2_013877-RA, Caust.v2_018491-RA, Caust.v2_020208-RA	XM_017934976.1	XM_014748620.1	XM_026131531.2	XM_046972899.1
OG0000643	XM_012207362.1	XM_016915034.2	XM_012310717.3, XM_012310724.3	Caust.v2_013479-RA, Caust.v2_014457-RA	XM_017932291.1	XM_014746223.1	XM_011157745.3	XM_046982807.1
OG0000644	XM_012207367.1, XM_012207376.1	XM_003249035.4	XM_003397256.4	Caust.v2_012462-RA	XM_017934934.1	XM_014748657.1	XM_026131530.2	XM_046972903.1, XM_046977440.1
OG0000645	XM_012207422.1, XM_012207423.1	XM_006565427.3	XM_012308030.3	Caust.v2_013763-RA	XM_017938305.1, XM_017938323.1	XM_014746742.1	XM_026131895.2	XM_046980902.1
OG0000646	XM_012207482.1	NR_039514.1, XM_026440160.1	XM_003402413.4	Caust.v2_005769-RA, Caust.v2_005770-RA	XM_017942796.1	XM_014755084.1	XM_039449325.1	XM_046971972.1
OG0000647	XM_012207483.1	XM_026440466.1	XM_048405524.1	Caust.v2_013007-RA, Caust.v2_017873-RA, Caust.v2_017875-RA	XM_017942788.1	XM_014757269.1	XM_039449816.1	XM_046971761.1
OG0000648	XM_012207558.1	XM_001122118.5, XM_394275.7	XM_012317279.3	Caust.v2_008465-RA	XM_017940981.1	XM_014750242.1	XM_011160483.3	XM_046964816.1, XM_046979071.1
OG0000649	XM_012207569.1	XM_016910892.2	XM_048413673.1	Caust.v2_009110-RA, Caust.v2_016721-RA, Caust.v2_020124-RA	XM_017934968.1	XM_014752349.1	XM_026131034.2	XM_046966634.1
OG0000650	XM_012207584.1	XM_006569091.3	XM_048414415.1	Caust.v2_005237-RA, Caust.v2_005242-RA, Caust.v2_018590-RA	XM_017935124.1	XM_014749881.1	XM_011160558.3	XM_046981551.1
OG0000651	XM_012207597.1, XM_012207598.1, XM_012207599.1, XM_012207600.1, XM_012207601.1, XM_012207841.1, XM_012207842.1, XM_012207843.1, XM_012207854.1						XM_026130905.2	
OG0000652	XM_012207654.1	XM_396164.7	XM_003393545.4	Caust.v2_012955-RA, Caust.v2_014342-RA	XM_017932407.1	XM_014745090.1	XM_011164330.3, XM_011164621.3	XM_046965566.1
OG0000653	XM_012207737.1	XM_016913568.2	XM_012311248.3	Caust.v2_010432-RA, Caust.v2_010435-RA, Caust.v2_010436-RA	XM_017938375.1	XM_014750364.1	XM_039459085.1	XM_046978490.1
OG0000654	XM_012207757.1	XM_016910861.2	XM_048413843.1, XM_048414182.1, XR_007227613.1	Caust.v2_011096-RA	XM_017939524.1	XM_014756888.1	XM_039454616.1	XM_046979089.1
OG0000655	XM_012207892.1	XM_026440338.1	XM_048411682.1	Caust.v2_001465-RA, Caust.v2_001466-RA	XM_017939143.1, XM_017939929.1	XM_014750752.1	XM_039454642.1	XM_046964902.1
OG0000656	XM_012207934.1	XM_006559798.3	XM_048408075.1	Caust.v2_008711-RD, Caust.v2_008712-RA, Caust.v2_019023-RA	XM_017934422.1	XM_014761068.1	XM_011164363.3	XM_046969792.1
OG0000657	XM_012207998.1	XM_395867.7	XM_003396680.4	Caust.v2_015885-RA, Caust.v2_015887-RA, Caust.v2_018622-RA	XM_017936527.1	XM_014754413.1	XM_026136730.2	XM_046964072.1
OG0000658	XM_012208001.1	XM_026441761.1	XM_012310137.3, XR_007224810.1	Caust.v2_010376-RA	XM_017936921.1	XM_014756311.1	XM_011167691.3, XR_005575833.1	XM_046963673.1
OG0000659	XM_012208015.1	XM_006561003.3	XM_012317160.3, XR_007226516.1	Caust.v2_013119-RA, Caust.v2_014881-RA	XM_017944046.1	XM_014751462.1	XM_039455134.1	XM_046959943.1
OG0000660	XM_012208016.1	XM_396475.7	XM_012310171.3	Caust.v2_009739-RA, Caust.v2_009740-RA, Caust.v2_009741-RA	XM_017936821.1	XM_014753100.1	XM_011167723.3	XM_046960281.1
OG0000661	XM_012208077.1	XM_016917229.2	XM_012310382.3, XR_007224600.1	Caust.v2_016933-RA	XM_017939694.1	XM_014747085.1	XM_039455325.1, XM_039455328.1	XM_046960215.1
OG0000662	XM_012208084.1	XM_003249064.4	XM_003396567.4	Caust.v2_010088-RA, Caust.v2_010089-RA, Caust.v2_018690-RA	XM_017936155.1	XM_014748682.1	XM_011177801.3	XM_046968783.1
OG0000663	XM_012208086.1	XM_016918144.2	XM_020863752.2	Caust.v2_017777-RA, Caust.v2_018392-RA, Caust.v2_021354-RA	XM_017936178.1	XM_014748677.1	XM_039454918.1	XM_046968690.1
OG0000664	XM_012208094.1	XM_026441638.1	XM_048407168.1	Caust.v2_015548-RA, Caust.v2_016596-RA, Caust.v2_016597-RA	XM_017940152.1	XM_014760869.1	XM_026132517.2	XM_046964569.1
OG0000665	XM_012208158.1	XM_393772.6	XM_048407656.1	Caust.v2_016010-RA, Caust.v2_016011-RA, Caust.v2_016012-RA	XM_017932321.1	XM_014759898.1	XM_011174867.3	XM_046961973.1
OG0000666	XM_012208162.1	XM_016916079.2	XM_012316228.3	Caust.v2_012284-RA, Caust.v2_017105-RA, Caust.v2_019214-RA	XM_017942223.1	XM_014745769.1	XM_026135527.2	XM_046967688.1
OG0000667	XM_012208163.1	XM_396520.6, XR_410085.3	XM_003400846.4	Caust.v2_009794-RA	XM_017942249.1	XM_014756073.1, XR_001382135.1	XM_039459743.1	XM_046965860.1
OG0000668	XM_012208201.1	XM_016913149.2	XM_020867800.2, XM_048409455.1	Caust.v2_011241-RA	XM_017942483.1	XM_014757484.1	XM_026131215.2, XM_039446087.1	XM_046971825.1
OG0000669	XM_012208226.1	XM_006560001.3	XM_020866435.2	Caust.v2_009885-RA	XM_017939159.1	XM_014745786.1	XM_011159556.3, XM_026135656.2, XM_039445791.1	XM_046966890.1
OG0000670	XM_012208264.1	NM_001098221.1	XM_048409560.1, XR_007225528.1	Caust.v2_008536-RA	XM_017942456.1, XM_017942491.1	XM_014756014.1	XM_039445945.1	XM_046967609.1
OG0000671	XM_012208332.1	XM_006568948.3	XM_020867224.2	Caust.v2_008153-RA, Caust.v2_008155-RA, Caust.v2_021785-RA	XM_017932101.1	XM_014757279.1	XM_039449922.1	XM_046961314.1
OG0000672	XM_012208383.1	XM_016911338.2, XM_026439837.1, XR_001702515.2, XR_001702519.2	XM_020868478.2	Caust.v2_017073-RA, Caust.v2_020014-RA	XM_017933040.1		XM_011170255.3	
OG0000673	XM_012208434.1	XM_026446474.1	XM_048412345.1, XR_007226475.1	Caust.v2_014944-RA, Caust.v2_016994-RA	XM_017932788.1	XM_014757208.1	XM_011160626.3	XM_046962305.1
OG0000674	XM_012208456.1	XM_623517.6	XM_048412767.1	Caust.v2_008181-RA, Caust.v2_008185-RA, Caust.v2_008187-RA	XM_017942425.1	XM_014754174.1	XM_011160628.3	XM_046961123.1
OG0000675	XM_012208527.1	XM_016912701.2	XM_048406457.1	Caust.v2_013980-RA, Caust.v2_015538-RE, Caust.v2_020784-RA	XM_017932239.1	XM_014743924.1	XM_026140684.2	XM_046963470.1
OG0000676	XM_012208541.1	XM_395743.7	XM_003394825.4	Caust.v2_010595-RA, Caust.v2_017232-RA	XM_017942351.1	XM_014753622.1	XM_026132518.2, XM_039455475.1	XM_046960323.1
OG0000677	XM_012208566.1	XM_001120755.5, XR_003306564.1	XM_020866884.2	Caust.v2_003778-RD	XM_017935006.1	XM_014757046.1	XM_011160638.3	XM_046979251.1, XR_006943985.1
